id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_followup_with	log_prob_followup_without	log_prob_full_with	log_prob_full_without	include_context
12031	not	I am Liu Yi, from China XYZ Company. I’d like to see Mr. Thomas, please.__eou__Do you have an appointment, Mr. Liu?	No, I am afraid not. I just arrive in town today.	No, I am afraid. I just arrive in town today.	Mr. Thomas is quite busy, I’m afraid he won’t be able to see you today.	-78.78082275390625	-80.951416015625	-47.716161131858826	-48.22936677932739	-307.43699741363525	-310.10245525836945	True
12032	not	How long have you been in this company?__eou__I came two years ago after I graduated from college. This is my first job.__eou__You must have found much difference between working in company and studying in college.	Of course! Everyday, there is a deadline to meet. Bosses watching and testing me all the time, not liking in college, handed in paper months later and tested on schedule. It is so busy. But anyway, I have been trying my best to be a good employee.	Of course! Everyday, there is a deadline to meet. Bosses watching and testing me all the time, liking in college, handed in paper months later and tested on schedule. It is so busy. But anyway, I have been trying my best to be a good employee.	Well, you’Ve adapted yourself very well. Everyone in our office thinks you’Ve made a great progress in the past two years. What is your secret?	-257.42501401901245	-252.60956048965454	-120.16944885253906	-120.05358123779297	-612.4609515666962	-607.4808623790741	True
12039	not	Did you see the letter I got from Bradford Films? They sent it in response to your phone call last week.__eou__If they wanted to say something about my call last week, why didn’t they sand it to me?	I guess they must not have your contact information, so they sent it addressed in care of your department head. Anyhow, they wrote to confirm in writing what you discussed about the Milton contract.	I guess they must have your contact information, so they sent it addressed in care of your department head. Anyhow, they wrote to confirm in writing what you discussed about the Milton contract.	Can I see it for a second?	-206.0838017463684	-205.78983306884766	-40.28636658191681	-40.425968050956726	-477.9927008152008	-477.91575145721436	True
12042	not	Can you help me for a minute?__eou__Sure, what I can do for you?__eou__I'm try to write a letter to one of our clients, But I just don't know exactly what to say, I don't even know how to get started, I know I should write dear Mr. Mrs. or Ms., but the problem is I don't know the name of contact person.	You can just put Dear Sir or Madam, officialese not personal, you can write to whom may concerned.	You can just put Dear Sir or Madam, officialese personal, you can write to whom may concerned.	OK, So I first thanks them for their business, I can say something like we are very grateful for your continue support, How is that?	-154.8401584625244	-157.28992629051208	-118.98136913776398	-117.68791222572327	-631.004744887352	-632.1629481315613	True
12045	not	May I ask whether we are allowed to wear casual clothes in the office?	Sure, company rules are not very strict at this point.	Sure, company rules are very strict at this point.	Thank you for telling me that.	-130.48065185546875	-134.73516845703125	-19.853830218315125	-17.155824899673462	-246.9912852048874	-248.54779648780823	True
12047	not	Our toner cartridges are already out of ink ... Could you make an order for a new set?	We will need new cartridges for all of the office printers? That will be a large order, probably about two or three cases. The office supply store we usually go through might not have that many in stock.	We will need new cartridges for all of the office printers? That will be a large order, probably about two or three cases. The office supply store we usually go through might have that many in stock.	You can double check with the housekeeping department, but I am pretty sure all of the machines will need new cartridges. Last time when we made our order to the supplier, the quantity was also especially high. They are used to receiving such bulk orders from us. As long as we give them a heads up a couple days in advance, they can usually fill the order.	-174.35123682022095	-184.79548490047455	-218.44534921646118	-220.1992907524109	-527.4842667579651	-539.7005252838135	True
12059	not	I can’t make out anything, the words are too light. I thought they have already changed the toner cartridge this month.	It seems not or somebody has recently received a large fax. Ok, no problem. We do it ourselves.	It seems or somebody has recently received a large fax. Ok, no problem. We do it ourselves.	Do you know how to do it? I am not so good at machine things. I will have somebody do it as soon as possible.	-163.74379086494446	-156.58033871650696	-88.31863236427307	-84.71956253051758	-400.8078565597534	-390.0908057689667	True
12073	not	Let's begin by having you tell me about yourself and your background.__eou__I have been working as a paralegal for the last 10 months through an agency that specializes in the legal field. My experience has been supporting attorneys in the field of labor law, where I have been able to apply my paralegal education. I was commended on my ability to take information and break it down into usable facts. I really love research and analyzing facts. My major in college was English, and as a result, my writing skills are my major strength. I am looking for a position where my research and writing skills can be used.__eou__What do you think are the key qualities needed to succeed in the paralegal profession?	Flexibility would certainly rank high in this type of job. In my last position, I supported four lawyers, and it was not unusual for them all to give me high-priority items to do in the same day or week. There were days when I had to stop and prioritize my work just to get a handle on everything. I would discuss the urgency of their work with each of them so I didn't drop the ball. At the same time, I made sure each of them felt like his or her project was important on my agenda. I think communication is probably the next key quality. It really worked well when I talked with each of them, explained my situation, and got their input.	Flexibility would certainly rank high in this type of job. In my last position, I supported four lawyers, and it was unusual for them all to give me high-priority items to do in the same day or week. There were days when I had to stop and prioritize my work just to get a handle on everything. I would discuss the urgency of their work with each of them so I didn't drop the ball. At the same time, I made sure each of them felt like his or her project was important on my agenda. I think communication is probably the next key quality. It really worked well when I talked with each of them, explained my situation, and got their input.	Can you give me an example of a time when you had to work above and beyond your job description?	-456.1207925081253	-459.19257855415344	-52.10880422592163	-52.15744185447693	-1006.9005717039108	-1009.9750152826309	True
12083	not	And so, I just wanted to check in with you and find out where we are with this project. As you know, you’Ve missed a fairly significant deadline last week, and this will negativity impact the team’s ability to move forward with the next stages of this project.__eou__I know, I’m really sorry that I missed the deadline. But really, it wasn’t my fault. You see, we had all of these unexpected technical problems at the last minute, and that I couldn’t get into the database and extract the kind of information that I needed for the data analysis. You know, if the tech guys would have done their job and kept the ARM stable, then I wouldn’t have missed my deadline.__eou__Oh, come on! An excuse like that is tantamount to lying. You’re essentially blaming the tech team for your time management issues, rather than accepting responsibility for the fact that you were procrastinating for the past two weeks.	No, I’m not trying to pass the buck here; I know that it was me who is ultimately responsible for getting this done. But the thing is, I could have finished on time if the system hadn’t gone down. And you know, with everything I’Ve got going on now, I can’t afford to waste time dealing with technical problems. I’Ve got a lot on my plate and there are only twenty-four hours in a day ...	No, I’m trying to pass the buck here; I know that it was me who is ultimately responsible for getting this done. But the thing is, I could have finished on time if the system hadn’t gone down. And you know, with everything I’Ve got going on now, I can’t afford to waste time dealing with technical problems. I’Ve got a lot on my plate and there are only twenty-four hours in a day ...	I’m not going to accept this excuse. You’re using these small technical glitches as a crutch and trying to rationalize the fact that you’Ve missed your deadline. Look, we have standards and I expect you to live up to those standards. No more phoney cases. If you’re in over your head, you tell me. No more missed deadlines. Now, I want that data on my desk by nine am!	-250.16752886772156	-259.47916758060455	-285.8293569087982	-285.8151601552963	-1181.9958753585815	-1191.2326754331589	True
12099	not	Have you found a new job yet?	No, not yet. I’m still looking. I’Ve been doing some work through a temp-agency though.	No, yet. I’m still looking. I’Ve been doing some work through a temp-agency though.	What kind of work?	-131.1235454082489	-140.32633781433105	-25.289429664611816	-25.549378275871277	-221.91598439216614	-231.37872540950775	True
12100	not	Very good. Now, I have a couple of final questions.	I hope they’re not too hard!	I hope they’re too hard!	Well, why should we hire you?	-75.75753879547119	-87.00318717956543	-51.12792456150055	-46.6878103017807	-208.48751842975616	-215.25615203380585	True
12135	not	John, do you have a minute?__eou__Oh, hi, Leo. Sure, what’s up?__eou__Well, I’Ve been meaning to talk to you about the situation in the office.	I’m not in there very often. It’s so noisy that I can’t work.	I’m in there very often. It’s so noisy that I can’t work.	That’s exactly what I’m getting at. We’re supposed to be able to do our preparation and marking in that office, but have you noticed? Jack constantly has students coming in to get help with his course. A lot people are going in and out.	-109.11415576934814	-111.39503955841064	-193.76688635349274	-197.34553587436676	-526.7382864952087	-532.5969653129578	True
12141	not	In my opinion, it may be necessary to charge for participation.	I'm not sure if that would be wise.	I'm sure if that would be wise.	Then what is your opinion?	-75.76006066799164	-93.53679406642914	-21.48230290412903	-20.382081627845764	-194.45853316783905	-211.1733753681183	True
12155	not	It says here that you graduated from Beijing Normal University with a major in English Language and Literature.	Right. Then you may think that I am not fit for this job according to my educational background.	Right. Then you may think that I am fit for this job according to my educational background.	Yes.	-129.5983680486679	-128.41976594924927	-14.009796857833862	-18.32631492614746	-236.36125576496124	-239.53161704540253	True
12180	not	I'm afraid we can't increase salary this year, money is just too title.	I'm not sure I can't agree, dan	I'm sure I can't agree, dan	Why not?	-108.96798324584961	-101.09298324584961	-9.352014183998108	-9.835288643836975	-250.1166011095047	-242.72487556934357	True
12183	not	Hello, Mr. Black, how are you?__eou__Fine, thank you, and how are you?	Very well, thank you. It's nice to meet you again. I am awfully sorry for not being able to meet you at the airport, as I was busy yesterday. I do hope you had a very enjoyable trip from New York.	Very well, thank you. It's nice to meet you again. I am awfully sorry for being able to meet you at the airport, as I was busy yesterday. I do hope you had a very enjoyable trip from New York.	Yes, a very pleasant journey indeed. Thank you.	-165.4745955467224	-175.3286134004593	-37.78787314891815	-33.924281001091	-335.0147467851639	-341.0520578622818	True
12195	not	Well, Yuri, tell me about it.__eou__I'm sorry I can't bring better news, sir. The site is a disaster.__eou__That's what I was afraid of.	It is not only the earthquake, sir. But the mudslides.Much of the north half of the site has been covered over by mud.	It is only the earthquake, sir. But the mudslides.Much of the north half of the site has been covered over by mud.	Mud? But Ivan told me there were no mudslides in that district. I thought all the mudslides were down in Chichitango.	-138.1393243074417	-145.54061138629913	-125.81667041778564	-121.47447669506073	-488.70856058597565	-491.7732653617859	True
12204	not	Susan, Is the manager in this office?__eou__Yes. But he is meeting a client.__eou__Oh, that's too bad. I just got a phone call saying that my wife is now in the hospital. She is going to deliver a baby. I must take the day off to go to the hospital. May I talk to him to ask for leave?	I am afraid not, but I think I could convey your leave to him after the client goes.	I am afraid, but I think I could convey your leave to him after the client goes.	Oh, that's very kind of you. Thank you very much. I've got to go.	-133.25980067253113	-130.17300868034363	-37.4134646654129	-35.961254358291626	-505.1270663738251	-500.4881536960602	True
12227	not	Carla, I know you’re kind of new in this business and I want to give you some advice.__eou__Yes, Mr. Michael?	You have to listen to what the client asks for. What you have just shown me is not at all in line with the client’s wishes.	You have to listen to what the client asks for. What you have just shown me is at all in line with the client’s wishes.	I’m sorry, Mr. Michael. Could you tell me where the problems are exactly? Maybe I misunderstood the client’s intentions.	-143.44536316394806	-158.21862089633942	-70.79820108413696	-68.2665810585022	-379.9979581832886	-392.22530019283295	True
12243	not	These two sections need to be re-written, Jerry. The last guy that did this really mixed things up.__eou__Yeah, I could tell that. That’s no problem. I can probably get it re-done by tomorrow. When’s our meeting with the boss?	Not until next week, I think, the 15th.	Until next week, I think, the 15th.	Then, we’Ve got plenty of time.	-74.7099757194519	-84.54037833213806	-57.766053795814514	-58.39274322986603	-430.7324755191803	-441.19655072689056	True
12247	not	Excuse me, sir? I’m afraid this is a no-smoking area.__eou__What’s that?	I’m sorry, sir. Smoking is not permitted in this area.	I’m sorry, sir. Smoking is permitted in this area.	Oh, sorry. I’ll put it out.	-68.47538757324219	-78.43216705322266	-23.90713143348694	-33.481839179992676	-227.0671718120575	-246.60998475551605	True
12260	not	Jason. There’s a snag in the plans for the Hoover Center.__eou__What’s wrong? I thought everything was set.	Well, it was. But the contractor’s just told me he’s not going to be able to finish by the twentieth, as planned.	Well, it was. But the contractor’s just told me he’s going to be able to finish by the twentieth, as planned.	Maybe we could work out an overtime schedule. It’s definitely worth it to finish by the twentieth.	-126.48127317428589	-143.6791548728943	-64.15786898136139	-60.85870599746704	-371.178640127182	-385.09082221984863	True
12277	not	Farmington? Would you take a look at these catalogue ads that Roger did? I don’t think we can use them.__eou__Hmm. I see what you mean. Have you spoken with Roger? He usually does better work than this.	I know, Mr. Farmington. But, I’m not sure that I should bring this up with him. I think it would be better if you spoke to him.	I know, Mr. Farmington. But, I’m sure that I should bring this up with him. I think it would be better if you spoke to him.	All right. Leave these ads with me. I’ll speak to him this morning.	-136.2590789794922	-149.81870079040527	-54.71463453769684	-53.212260246276855	-450.57974886894226	-462.6936618089676	True
12309	not	This is frank speaking, may i ask who is calling?__eou__This is Jane, I'd like to speak to Mr.Wang, please.	I'm sorry, he is not here at the moment. He has gone to the International Business Center.	I'm sorry, he is here at the moment. He has gone to the International Business Center.	When do you expect him back?	-94.32108223438263	-110.39940369129181	-15.477723479270935	-14.481392860412598	-282.74753522872925	-297.89828979969025	True
12310	not	I would like to take my vacation next month.__eou__How long did you have in mind?__eou__I would like to take my two weeks vacation time.	Seeing as next month is our slow season, that should not be a problem.	Seeing as next month is our slow season, that should be a problem.	Great. I will make my reservations as necessary.	-98.18075144290924	-102.46329522132874	-54.176392555236816	-63.965776205062866	-344.9314205646515	-358.99411487579346	True
12314	not	From reviewing your resume I can see that you have ample experience for this position.What I want to know is why you think you’re right for the job.__eou__Well I’m impressed with what the company has done in the past and I think by hiring me the company’s future can only be brighter. I find that my personal goals and ideas about business operation__eou__So you’Ve acquainted yourself with the company. It’s refreshing to interview someone who’s sure of what they want.	Yes, I believe that it’s crucial for me to know if a company is right for me, not just if I’m right for the company. I’Ve only been impressed by what I’Ve read and heard and I see myself having	Yes, I believe that it’s crucial for me to know if a company is right for me, just if I’m right for the company. I’Ve only been impressed by what I’Ve read and heard and I see myself having	Commitment to the company and the team is very important to us here.	-164.07156372070312	-171.37228918075562	-49.96803283691406	-50.64276885986328	-682.3347007036209	-690.3101621866226	True
12315	not	I really think if I can get my foot in the door at this company it will do wonders for my career. Do you think you can help me polish my interview style?__eou__Sure. Doing your homework and preparing for an interview really pays off.	I’Ve researched the company and think I’m perfect for the job but I’m not sure how to get it across to them.	I’Ve researched the company and think I’m perfect for the job but I’m sure how to get it across to them.	Well first you have to have more confidence.Employers look for people who are interested, enthusiastic and sure of themselves.	-132.20330476760864	-144.31556749343872	-88.14279806613922	-88.35352349281311	-467.57937383651733	-479.9438487291336	True
12322	not	Can you tell me a little bit about yourself?__eou__I am a graduate of a technical university and have been employed as a technician with Company or approximately 10 years.__eou__Please explain why you are interested in leaving your current position and please elaborate on your technical skills.	I am looking for a growth opportunity, which I feel is not available at my current employer. In terms of skills, I am Microsoft certified in Windows XP and several other operating system	I am looking for a growth opportunity, which I feel is available at my current employer. In terms of skills, I am Microsoft certified in Windows XP and several other operating system	Where do you see yourself five years from now?	-145.83493375778198	-154.60415661334991	-26.10663378238678	-27.34371817111969	-438.1382888555527	-448.1291218996048	True
12348	not	hello?__eou__good morning, Nathaniel. This is Leah calling from the International Student Office.__eou__good morning.	The reason I'm calling is because Ms. Collins will not be able to call you back until next week.	The reason I'm calling is because Ms. Collins will be able to call you back until next week.	oh. I had hoped she would have called me back yesterday.	-106.73507785797119	-117.13214123249054	-61.65503132343292	-62.48462200164795	-394.28266406059265	-405.47126293182373	True
12349	not	hi, Isaiah. How are you?__eou__I’m well. And you?__eou__fine. How’s your job going?	I don’t know if I told you or not, but I decided to start my own business.	I don’t know if I told you or, but I decided to start my own business.	really? That’s fantastic. What kind of business is it?	-77.02363300323486	-86.00144386291504	-43.55098116397858	-43.24239122867584	-340.26323795318604	-349.0337495803833	True
12350	not	how's your new job going?__eou__really well, thanks.__eou__how are you finding your new boss?	She's not bad. She's a bit bossy, but I'm sure I'll get used to her.	She's bad. She's a bit bossy, but I'm sure I'll get used to her.	would you rather have her or your old boss back?	-90.80647087097168	-109.05298697948456	-42.08894503116608	-38.55251502990723	-338.65261220932007	-353.40899753570557	True
12362	not	How time flies! We have been in Beijing for almost 4 years.	Yes, I can still recall the days when we were all seniors at college. I asked you whether you would go back to your hometown or not.	Yes, I can still recall the days when we were all seniors at college. I asked you whether you would go back to your hometown or.	yeah, feels like yesterday. Now I’m almost settled down here. We’re planning to buy an apartment and tie the knot.	-144.95166730880737	-152.06830549240112	-113.97939097881317	-121.40701305866241	-357.84675085544586	-372.403736948967	True
12365	not	Could you tell me a little about the organization? For example, how big is your workforce here?__eou__Well in total we have around 150 employees based in Hong Kong with another 400 in our head office in Beijing. The news desk staff in Hong Kong comprises around 80 staff.__eou__I see. And how about the working hours?	Well, as you know Rebecca, in journalism work hours are not exactly nine to five. You could be on call at any time. We do have to work very unsociable hours at times.	Well, as you know Rebecca, in journalism work hours are exactly nine to five. You could be on call at any time. We do have to work very unsociable hours at times.	Well I am used to that, Mr. Parsons, so that’s not really a shock for me.	-156.69113409519196	-176.74535596370697	-84.66993379592896	-82.47920441627502	-602.7846781015396	-620.6684807538986	True
12371	not	hi. Could you give me a hand with this report?__eou__sure. I’d be happy to give you some hints and advice.	Thanks. Would you mind taking a look at the layout? Do you think it’s appropriate? I want it to be formal, but not boring to look at.	Thanks. Would you mind taking a look at the layout? Do you think it’s appropriate? I want it to be formal, but boring to look at.	it looks good to me. I would suggest that you put the client’s logo and our logo on each page. The bosses seem to like that.	-151.17316353321075	-155.3069030046463	-118.07728636264801	-114.46541965007782	-489.8632127046585	-490.4244635105133	True
12385	not	when are you going to give me those brochures?	What’s the rush? You’re not leaving for another week.	What’s the rush? You’re leaving for another week.	I know, but I want to make reservations this week.	-116.28294372558594	-124.48936462402344	-49.02985453605652	-47.501251101493835	-253.80642640590668	-260.4842438697815	True
12410	not	How does the political system work in your country?__eou__We have hundreds of constituencies and the votes in each one elect a member of parliament. Most people call them mp’s.__eou__Each mp belongs to a political party, right?	Almost all of them do. A few are independent. That means that they do not belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime minister can cabinet members.	Almost all of them do. A few are independent. That means that they do belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime minister can cabinet members.	What’s a cabinet?	-183.6191908121109	-197.86766350269318	-28.33618175983429	-28.53662121295929	-487.5681354999542	-502.10431945323944	True
12424	not	You say he was around average hight.__eou__Yeah, that's right, around five nine five ten.__eou__Weight?	I'm not sure.Medium, I suppose.Maybe a little on the heavy side.	I'm sure.Medium, I suppose.Maybe a little on the heavy side.	Any karks on his face?	-95.1812481880188	-106.99173545837402	-43.16357445716858	-42.59204137325287	-357.8935395479202	-369.17381036281586	True
12462	not	How do I get to the EDD?	Actually, you do not need to go into the office to file a claim. You can do it over the phone or the Internet.	Actually, you do need to go into the office to file a claim. You can do it over the phone or the Internet.	Can I go in to look for a job at their office?	-135.67042362689972	-144.728080868721	-57.64904856681824	-58.81164586544037	-270.9840474128723	-281.1623500585556	True
12470	not	I was looking for the Resume Writing Workshop.__eou__You came to the right spot. Come on in and join us!	I am not really sure that I remember how to even put a resume together.	I am really sure that I remember how to even put a resume together.	I am here to show you how to put together the perfect resume. It will turn out great!	-94.74565029144287	-107.35368347167969	-61.64999294281006	-56.32221758365631	-309.0365813970566	-316.30187702178955	True
12478	not	Mr. Carmichael, this is Ellen Bower calling again. You had said I should call this week to schedule an interview with you.	That’s right, Ms. Bower. How are you? I’m not sure if I’ll be able to fit you in this week, I’m afraid.	That’s right, Ms. Bower. How are you? I’m sure if I’ll be able to fit you in this week, I’m afraid.	I understand, Mr. Carmichael. I’d be glad to make it some time next week.	-117.85950589179993	-135.79008054733276	-59.152528166770935	-61.325615763664246	-331.8903750181198	-352.02130591869354	True
12488	not	Hi! How are things going with you?__eou__I am doing well. What’s up with you?	Believe it or not, the company I worked for closed down, so I’m out of a job.	Believe it or, the company I worked for closed down, so I’m out of a job.	The same with me. Have you given much thought to what you want to do next?	-109.73315286636353	-122.01037383079529	-56.194247007369995	-56.48595333099365	-297.409467458725	-309.95663917064667	True
12551	not	Good morning, and welcome to our bank. What can I do for you today?__eou__I need some advice about my fixed deposits.__eou__What seems to be the problem?	No, no problem. It's just that one of them is due and I'm not sure how to deal with it.	No, no problem. It's just that one of them is due and I'm sure how to deal with it.	I see. Well, you have two choices; you can renew it or redeem it. Which would you prefer?	-117.42148613929749	-128.44540643692017	-62.872084975242615	-64.14920103549957	-388.8022482395172	-401.1018770933151	True
12555	not	Right, let me run through your options. You can go ahead and cash your undue Large-Amount Deposit Certificate if you really want to, but I'd recommend a Personal Durable Commodities Loan.__eou__OK, what does that entail?	It's not too much trouble to do it this way and remember, your certificate is due in 2 months. If you can hold on to it, it'll be much better for your finances.	It's too much trouble to do it this way and remember, your certificate is due in 2 months. If you can hold on to it, it'll be much better for your finances.	Yes, it does seem a little silly to cash it now. I'll probably need about 25,000 RIB. Will that be a problem?	-173.37047386169434	-180.4182891845703	-117.12392127513885	-119.037766456604	-583.7930713891983	-592.7380530834198	True
12569	not	Good morning, Sir. Can I help you with something?	I hope so. I'm not actually a customer here, but I saw an advertisement in yesterday's newspaper about your new bank card.	I hope so. I'm actually a customer here, but I saw an advertisement in yesterday's newspaper about your new bank card.	I see. Yes, the advertisement has proven very effective. Would you like to apply for a card with us?	-146.71137356758118	-137.39066779613495	-82.52383661270142	-81.47459399700165	-301.3439527750015	-290.91712522506714	True
12581	not	May I help you at all?__eou__Yes, please. My son wants to go overseas, to England, to do his Master degree. I wondered if you offer any kind of loan that could assist him in doing so?__eou__We certainly do. I can give you some details about a loan called Personal Loan for Studying Abroad. We offer this to anyone who will study outside this country.	I see. What does it entail? I'm not sure if we will be eligible.	I see. What does it entail? I'm sure if we will be eligible.	This loan is specially provided for people who are studying overseas to pay for their tuition fee and other sundry items.	-92.34643745422363	-109.94458198547363	-86.90037953853607	-85.99525272846222	-568.8077417612076	-585.5691188573837	True
12583	not	Personal Loans, how may I help?	I'm going to be studying overseas next year and I'd like some info about suitable loans. To be honest, I'm not even sure if I can get a loan.	I'm going to be studying overseas next year and I'd like some info about suitable loans. To be honest, I'm even sure if I can get a loan.	Not a problem. We offer a Personal Loan for Studying Abroad for anyone who's studying overseas, regardless of the circumstances. Anyone is eligible to apply	-174.58237743377686	-196.99001121520996	-127.9832204580307	-125.64839804172516	-393.67238986492157	-413.7804185152054	True
12599	not	Good morning, Madam. Is everything OK? Is there something I can assist you with?	Thank you, yes. I'm not sure how to use this ATM, I usually go to a clerk and use my Bank Book. But today, I thought I'd try something new. I want to take some money out.	Thank you, yes. I'm sure how to use this ATM, I usually go to a clerk and use my Bank Book. But today, I thought I'd try something new. I want to take some money out.	Welcome to the electronic age! I can run you through it; it's what I'm here for.	-189.16553437709808	-202.6870540380478	-79.86433434486389	-82.17364370822906	-367.59487771987915	-383.2596310377121	True
12604	not	Welcome to Lincoln Bank. Which service do you require today?__eou__I'm here to ask about a loan.__eou__We have many loans on offer. May I ask what the purpose of the loan is?	I got married not long ago and we are expecting our first child. I'd like to buy a car for the family.	I got married long ago and we are expecting our first child. I'd like to buy a car for the family.	I see. What you need is one of our Petty Consumer Loans.	-102.581871509552	-111.91957759857178	-86.36343133449554	-85.46843385696411	-406.8818328380585	-415.3349334001541	True
12610	not	Hello, this is IBA Bank. Maria speaking, how may I help?__eou__Hi, I'm looking into your loans and I'm a little confused about the interest rates. Could you give me some advice?	Not a problem. Which loan was it you were interested in? Sorry, I must ask, because the interest rates can depend on the type of loan you apply for.	A problem. Which loan was it you were interested in? Sorry, I must ask, because the interest rates can depend on the type of loan you apply for.	I understand. I'm interested in the Petty Consumer Loan.	-140.30236411094666	-145.7751100063324	-71.76478731632233	-70.3089108467102	-438.14205181598663	-442.1672692298889	True
12612	not	May I help you?	I’m not sure where to pick up my ballot.	I’m sure where to pick up my ballot.	I can assist you.	-99.202751994133	-110.89945304393768	-18.847639560699463	-18.002056121826172	-178.34589052200317	-189.16557502746582	True
12661	not	Are you all right?	No, I'm not.	No, I'm.	What's going on?	-61.5655837059021	-74.8967604637146	-14.80209195613861	-13.441980600357056	-136.68974173069	-148.5684357881546	True
12662	not	Is everything all right?	Not at all.	At all.	What's the problem?	-66.0045872926712	-78.06150257587433	-25.336785554885864	-25.2249813079834	-152.97214424610138	-164.91899478435516	True
12663	not	Do you know why I pulled you over?__eou__I have no idea.__eou__Your left brake light is out.	I was not aware of that.	I was aware of that.	I'm going to have to write you a ticket.	-51.07860565185547	-53.90631866455078	-21.82628571987152	-14.474098443984985	-239.24075210094452	-234.8003375530243	True
12664	not	Do you have any idea why I pulled you over today?	I'm not sure.	I'm sure.	One of your brake lights is out.	-64.64948284626007	-72.68683636188507	-22.063085317611694	-26.556785345077515	-163.51036965847015	-176.01847398281097	True
12665	not	Are you aware of the reason why I pulled you over?__eou__No, sir.__eou__I pulled you over because your brake light is out.	I'm sorry. I did not know that.	I'm sorry. I did know that.	I have to write you a ticket.	-67.19186782836914	-65.58005142211914	-24.382904052734375	-22.496277451515198	-265.44501507282257	-261.9426658153534	True
12666	not	Order!__eou__Your Honor, I am ready to make my plea.__eou__What’s your plea?	I am pleading not guilty.	I am pleading guilty.	But all the evidence points to you.	-53.38636004924774	-54.3878059387207	-32.26361858844757	-34.412160873413086	-248.18120646476746	-251.3524661064148	True
12667	not	Order in the court!__eou__I would like to make my plea.__eou__What is it?	I would like to plead not guilty.	I would like to plead guilty.	You do realize that all the evidence points to you?	-49.696165561676025	-49.739986419677734	-41.96422612667084	-39.032806515693665	-261.5300351381302	-258.5894464254379	True
12685	not	I need order in the court!__eou__I am ready to make my plea.__eou__What do you plead?	I plead not guilty.	I plead guilty.	All the evidence indicates that you are guilty.	-48.69383430480957	-47.73694610595703	-32.96713304519653	-33.438385248184204	-250.4494570493698	-249.99048221111298	True
12691	not	How does the political system work in your country?__eou__We have hundreds of constituencies and the voters in each one elect a member of parliament. Most people call them mp’s.__eou__Each mp belongs to a political party, right?	Almost all of them do. A few are independent. That means that they do not belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime Finist	Almost all of them do. A few are independent. That means that they do belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime Finist	What’s a cabinet?	-202.45818984508514	-216.8994024991989	-33.284913301467896	-33.210999846458435	-502.4683566093445	-516.9767398834229	True
12695	not	Good afternoon, how can I be of service today?	My company wants to become involved in your Comprehensive Credit Granting. We are a very young company and I'm not at all sure if we meet your credit requirements.	My company wants to become involved in your Comprehensive Credit Granting. We are a very young company and I'm at all sure if we meet your credit requirements.	It is possible to take into account special circumstances, should the manager agree to it. If your credit rating has been class A in your initial trading period and your debt to asset ratio is sound, and then I'm sure the manager will see you to discuss it further. I'll set up a meeting for you.	-194.99469220638275	-213.261110663414	-218.75119078159332	-218.36760067939758	-487.51721596717834	-505.4127074480057	True
12709	not	Hello, how can I be of service?	Hello. I'm not sure who I need to speak to. I got this 50 yuan note today and it seems a little odd to me.	Hello. I'm sure who I need to speak to. I got this 50 yuan note today and it seems a little odd to me.	The first thing we do is check the feel of the paper ;d oes it feel too thick or too thin? Then we check the watermark. In my opinion it is counterfeit. I'll just run it through the scanner to double check.	-157.69163739681244	-169.85650289058685	-148.8284192085266	-147.36801826953888	-379.613419175148	-390.36869072914124	True
12718	not	Hello Mr Waterstone, what can I do for you today?__eou__Hello, Becky. Well, you see, I have this thing here, called a Fixed Deposit Certificate, and I've just noticed the date on it.__eou__Oh, I see. You have two choices here you can either redeem or renew.	I think I'll redeem, if that's not a problem.	I think I'll redeem, if that's a problem.	No problem at all, Mr Waterstone. Any preference as to how you want the money?	-66.09046125411987	-67.38855695724487	-53.14514923095703	-49.971657037734985	-471.2635451555252	-469.4175065755844	True
12727	not	Hi, how can I help?	I was told to come over to this window if I want to make a withdrawal. I'm not withdrawing from a Current Account, you see. I want to withdraw from my Certificate of Deposit.	I was told to come over to this window if I want to make a withdrawal. I'm withdrawing from a Current Account, you see. I want to withdraw from my Certificate of Deposit.	Unfortunately, if you wish to withdraw on your C / D before the pre-decided date, you must give notice.	-177.01400864124298	-182.09444499015808	-101.20209324359894	-101.78549778461456	-336.00330877304077	-341.8314652442932	True
12733	not	Foreign Currency Deposits Counter, yes. What can I do for you?	You see, I have these Euros, and of course they are of no use to me at the moment. So I'd like to save them in my account, but I'm not sure how to go about it.	You see, I have these Euros, and of course they are of no use to me at the moment. So I'd like to save them in my account, but I'm sure how to go about it.	OK. We offer 2 types of saving systems, Time Savings and Demand Savings. With Time Savings your money cannot be withdrawn for a certain period of time, but with Demand Savings your money is' on demand', you can withdraw at any time.	-139.34244775772095	-160.93421125411987	-156.60193634033203	-155.5298135280609	-402.187490940094	-422.733544588089	True
