id	Context	WWord	WoWord	WPrompt	WPreaddEnc	WBaseline	WoPrompt	WPreaddDisc	WoBaseline
95	Jessie, I’m afraid I can’t come back home for dinner tonight.__eou__Not back home for dinner again? That’s the third time this week!	I’m sorry. Our company has just opened. There are always too many things to handle. You know that.	I’m sorry. Our company has opened. There are always too many things to handle. You know that.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Jessie, I’m afraid I can’t come back home for dinner tonight.
Speaker 2: Not back home for dinner again? That’s the third time this week!
Speaker 2: I’m sorry. Our company has just opened. There are always too many things to handle. You know that.
Speaker 1:"	" I know. But I’m afraid I can’t come back home for dinner tonight.
Speaker 2: I’m sorry. Our company has just opened. There are always too many things to handle. You know that.
Speaker 1: I know. But I’m afraid I can’t come back home for dinner tonight"	" I know. But I’m afraid I can’t come back home for dinner tonight.
Speaker 2: I’m sorry. Our company has just opened. There are always too many things to handle. You know that.
Speaker 1: I know. But I’m afraid I can’t come back home for dinner tonight"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Jessie, I’m afraid I can’t come back home for dinner tonight.
Speaker 2: Not back home for dinner again? That’s the third time this week!
Speaker 2: I’m sorry. Our company has opened. There are always too many things to handle. You know that.
Speaker 1:"	" I know. I’m sorry. I’ll try to make it up to you.
Speaker 2: It’s okay. I understand. You’re busy at work. I’ll see you later.
Speaker 1: I’ll try to make it up to you. I promise.
Speaker 2: I know."	" I know. I’m sorry. I’ll try to make it up to you.
Speaker 2: I hope so. I’m not sure how much longer I can keep this up.
Speaker 1: I understand. I’ll try to be home more often.
Speaker 2: Thank you. I appreciate it"
99	Jim, could you do me a favor?	Sure, just ask. What can I do for you?	Sure, ask. What can I do for you?	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Jim, could you do me a favor?
Speaker 2: Sure, just ask. What can I do for you?
Speaker 1:"	" I need you to pick up some groceries for me. Can you do that?
Speaker 2: Of course. What do you need?
Speaker 1: I need milk, eggs, bread, and some fruit. Can you get those for me?
Speaker 2: No problem. I'll get everything you need"	" I need you to pick up some groceries for me. Can you do that?
Speaker 2: Of course. What do you need?
Speaker 1: I need some milk, eggs, and bread. Can you get those for me?
Speaker 2: No problem. I'll get them for you.
Speaker"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Jim, could you do me a favor?
Speaker 2: Sure, ask. What can I do for you?
Speaker 1:"	" I need to get to the airport by 8:00 am tomorrow morning. Could you drive me?
Speaker 2: I am sorry, I have to go to work tomorrow morning. I can't drive you to the airport.
Speaker 1: I see. I will have to take a taxi.
Speaker "	" I need you to pick up some groceries for me. I'm going to be out of town for a few days.
Speaker 2: No problem. What do you need?
Speaker 1: I need some milk, eggs, bread, and some fruit.
Speaker 2: Got it. Anything else?
Speaker"
106	It's time to go to bed.__eou__But mum, we're watching this movie.__eou__I don't care, it's school in the morning.	Just 10 more minutes.	10 more minutes.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: It's time to go to bed.
Speaker 2: But mum, we're watching this movie.
Speaker 1: I don't care, it's school in the morning.
Speaker 2: Just 10 more minutes.
Speaker 1:"	" No, it's time to go to bed.
Speaker 2: But I'm not tired.
Speaker 1: I don't care, it's time to go to bed.
Speaker 2: But I'm not tired.
Speaker 1: I don't care, it's time to go to bed.
"	" No, it's time to go to bed.
Speaker 2: But I'm not tired.
Speaker 1: I don't care, it's time to go to bed.
Speaker 2: But I'm not tired.
Speaker 1: I don't care, it's time to go to bed.
"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: It's time to go to bed.
Speaker 2: But mum, we're watching this movie.
Speaker 1: I don't care, it's school in the morning.
Speaker 2: 10 more minutes.
Speaker 1:"	" 5.
Speaker 2: 3.
Speaker 1: 2.
Speaker 2: 1.
Speaker 1: 1.
Speaker 2: 30 seconds.
Speaker 1: 10.
Speaker 2: 5.
Speaker 1: 4.
Speaker 2:"	" No, it's time to go to bed.
Speaker 2: But mum, we're watching this movie.
Speaker 1: I don't care, it's school in the morning.
Speaker 2: 10 more minutes.
Speaker 1: No, it's time to go to bed.
Speaker "
124	Get up, you lazybones!	Just a minute.	a minute.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Get up, you lazybones!
Speaker 2: Just a minute.
Speaker 1:"	" I'm waiting.
Speaker 2: I'm almost ready.
Speaker 1: Hurry up!
Speaker 2: I'm coming.
Speaker 1: I'm going to be late.
Speaker 2: I'm almost there.
Speaker 1: I'm leaving without you.
Speaker 2: I"	" I'm going to be late for work.
Speaker 2: I'll be ready in a minute.
Speaker 1: I'm going to be late for work.
Speaker 2: I'll be ready in a minute.
Speaker 1: I'm going to be late for work.
Speaker 2: I"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Get up, you lazybones!
Speaker 2: a minute.
Speaker 1:"	" a cup of coffee.
Speaker 2: a minute.
Speaker 1: a shower.
Speaker 2: a minute.
Speaker 1: a minute.
Speaker 2: a minute.
Speaker 1: a minute.
Speaker 2: a minute.
Speaker 1: a minute.
Speaker 2"	" I'm going to be late for work.
Speaker 2: I'll be there in a minute.
Speaker 1: I'm going to be late for work.
Speaker 2: I'll be there in a minute.
Speaker 1: I'm going to be late for work.
Speaker 2: I"
147	How can I get to Lakeside Park?	Take the No. 7 bus. There's a bus stop just over there.	Take the No. 7 bus. There's a bus stop over there.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: How can I get to Lakeside Park?
Speaker 2: Take the No. 7 bus. There's a bus stop just over there.
Speaker 1:"	" Great, thanks! I'll be there in no time.
Speaker 2: No problem. Have a great day!
Speaker 1: You too!://>://>://>://>://>://>://>://>"	" Thanks! I'll be there in no time.
Speaker 2: No problem. Have a great day!
Speaker 1: You too!
Speaker 2: Bye!
Speaker 1: Bye!
"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: How can I get to Lakeside Park?
Speaker 2: Take the No. 7 bus. There's a bus stop over there.
Speaker 1:"	" I don't see a bus stop over there.
Speaker 2: There's a bus stop over there.
Speaker 1: I don't see a bus stop over there.
Speaker 2: There's a bus stop over there.
Speaker 1: I don't see a bus stop over there.
Speaker "	" I'm not sure which bus to take. Can you help me?
Speaker 2: Sure. The No. 7 bus goes to Lakeside Park. It's the one with the blue and white stripes.
Speaker 1: Okay, thanks. I'll take the No. 7 bus.
Speaker 2"
150	Hello. Excuse me. Do you know if there's a Commercial Bank around here?__eou__Yes, go straight along Beijing Road and turn right.__eou__Straight on, and turn right. Is it far?	No, it's just a couple of minutes.	No, it's a couple of minutes.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello. Excuse me. Do you know if there's a Commercial Bank around here?
Speaker 2: Yes, go straight along Beijing Road and turn right.
Speaker 1: Straight on, and turn right. Is it far?
Speaker 2: No, it's just a couple of minutes.
Speaker 1:"	" Just a couple of minutes. Thank you very much.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: Thank you. Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your"	" Thank you very much. I'll be back soon.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: Thank you. Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hello. Excuse me. Do you know if there's a Commercial Bank around here?
Speaker 2: Yes, go straight along Beijing Road and turn right.
Speaker 1: Straight on, and turn right. Is it far?
Speaker 2: No, it's a couple of minutes.
Speaker 1:"	" A couple of minutes. Thank you very much.
Speaker 2: You're welcome.
Speaker 1: Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond"	" A couple of minutes. Thank you very much.
Speaker 2: You're welcome.
Speaker 1: Bye.
Speaker 2: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond"
156	Where can I get a good novel?	There's a bookstore just across the street.	There's a bookstore across the street.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Where can I get a good novel?
Speaker 2: There's a bookstore just across the street.
Speaker 1:"	" I'm looking for something more modern.
Speaker 2: I'm not sure if they have any modern novels, but you can try the library.
Speaker 1: I'm not sure if they have any modern novels, but you can try the library.
Speaker 2: I'm not sure if they have any"	" I'm looking for a good novel. Do you know where I can find one?
Speaker 2: There's a bookstore just across the street.
Speaker 1: I'm looking for a good novel. Do you know where I can find one?
Speaker 2: There's a bookstore just across the street.
"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Where can I get a good novel?
Speaker 2: There's a bookstore across the street.
Speaker 1:"	" I'm looking for a good novel.
Speaker 2: There's a bookstore across the street.
Speaker 1: I'm looking for a good novel.
Speaker 2: There's a bookstore across the street.
Speaker 1: I'm looking for a good novel.
Speaker 2: There's a bookstore"	" I'm looking for a good novel. Do you know where I can find one?
Speaker 2: There's a bookstore across the street.
Speaker 1: I'm looking for a good novel. Do you know where I can find one?
Speaker 2: There's a bookstore across the street.
Speaker "
186	Peter, go and tidy up your toys now.__eou__Wait a moment, mom.__eou__I'm mad! I said now! Turn off the TV, and do it now.	Mom, just ten more minutes. The show is going to be over soon.	Mom, ten more minutes. The show is going to be over soon.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Peter, go and tidy up your toys now.
Speaker 2: Wait a moment, mom.
Speaker 1: I'm mad! I said now! Turn off the TV, and do it now.
Speaker 2: Mom, just ten more minutes. The show is going to be over soon.
Speaker 1:"	" No! I said now! Go and tidy up your toys now!
Speaker 2: Mom, please. I'll do it right now. I promise.
Speaker 1: I'm not kidding. Go and tidy up your toys now!
Speaker 2: Okay, mom. I'm going now.
Speaker "	" No, you're not watching any more TV today. Go and tidy up your toys now.
Speaker 2: But, mom, I'm almost done with my homework.
Speaker 1: I don't care. Go and tidy up your toys now.
Speaker 2: But, mom, I'm almost done"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Peter, go and tidy up your toys now.
Speaker 2: Wait a moment, mom.
Speaker 1: I'm mad! I said now! Turn off the TV, and do it now.
Speaker 2: Mom, ten more minutes. The show is going to be over soon.
Speaker 1:"	" No, you're not watching TV anymore. Go and tidy up your toys now.
Speaker 2: Mom, ten more minutes. The show is going to be over soon.
Speaker 1: No, you're not watching TV anymore. Go and tidy up your toys now.
Speaker 2: Mom, ten"	" No, you're not watching TV anymore. Go and tidy up your toys now.
Speaker 2: But I'm almost done with my show.
Speaker 1: I don't care. Go and tidy up your toys now.
Speaker 2: But I'm almost done with my show.
Speaker 1:"
199	Mom, my nose is bleeding.__eou__What happened, Peter? Did you have a fight?__eou__No, mom. I didn't.	Did somebody hit you? Or did you just fall?	Did somebody hit you? Or did you fall?	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Mom, my nose is bleeding.
Speaker 2: What happened, Peter? Did you have a fight?
Speaker 1: No, mom. I didn't.
Speaker 2: Did somebody hit you? Or did you just fall?
Speaker 1:"	" No, mom. I just fell.
Speaker 2: Well, you should be more careful. You know, you're getting older.
Speaker 1: I know, mom. I'll be more careful.
Speaker 2: Good. Now, go wash your face and get some ice.
Speaker 1:"	" No, mom. I didn't fall. I just got a nosebleed.
Speaker 2: Oh, okay. Well, you should probably go to the bathroom and put some ice on it.
Speaker 1: Okay, mom. I'll go do that now.
Speaker 2: Okay, Peter."	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Mom, my nose is bleeding.
Speaker 2: What happened, Peter? Did you have a fight?
Speaker 1: No, mom. I didn't.
Speaker 2: Did somebody hit you? Or did you fall?
Speaker 1:"	" No, mom. I didn't.
Speaker 2: Did you hit your head?
Speaker 1: No, mom. I didn't.
Speaker 2: Did you hit your nose?
Speaker 1: No, mom. I didn't.
Speaker 2: Did you hit your face?
Speaker "	" No, mom. I didn't.
Speaker 2: Did you hit your head?
Speaker 1: No, mom. I didn't.
Speaker 2: Did you hit your nose?
Speaker 1: No, mom. I didn't.
Speaker 2: Did you hit your face?
Speaker "
232	OK, Tom. It's your turn. Are you ready?	I really would rather just listen. Isn't there anyone else who wants to sing?	I really would rather listen. Isn't there anyone else who wants to sing?	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: OK, Tom. It's your turn. Are you ready?
Speaker 2: I really would rather just listen. Isn't there anyone else who wants to sing?
Speaker 1:"	" I'm sorry, Tom. I know you don't like to sing, but we need you to sing. It's your turn.
Speaker 2: I don't want to sing. I don't like to sing. I don't want to sing.
Speaker 1: Tom, you have to sing. It"	" I'm sorry, Tom. I didn't mean to put you on the spot. I just thought you might want to sing.
Speaker 2: I'm not sure I'm ready. I'm not sure I'm good enough.
Speaker 1: I think you're ready. I think you're good enough."	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: OK, Tom. It's your turn. Are you ready?
Speaker 2: I really would rather listen. Isn't there anyone else who wants to sing?
Speaker 1:"	 I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready. I'm ready.	" I'm sorry, but I don't think so. I think we're all set.
Speaker 2: Well, I guess I'll just have to sing by myself then.
Speaker 1: That's fine. I'm sure you'll do a great job.
Speaker 2: Thanks. I'll do my"
244	I would like to buy a black suit.__eou__Do you have any special brand in your mind?	No, I never wear suit in my everyday life. I just want one to take part in my sister’s wedding ceremony.	No, I never wear suit in my everyday life. I want one to take part in my sister’s wedding ceremony.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I would like to buy a black suit.
Speaker 2: Do you have any special brand in your mind?
Speaker 2: No, I never wear suit in my everyday life. I just want one to take part in my sister’s wedding ceremony.
Speaker 1:"	 I see. I have a black suit in my store. It is made by a famous brand. It is very comfortable and fashionable. It is also very cheap. It is only $100. Speaker 2: I think it is a good choice. Speaker 1: Do you want to try it on? Speaker	" I see. I have a black suit in my mind. It is a very classic one. I think it will be a good choice for you.
Speaker 2: I think so too. I will go to the store to buy it tomorrow.
Speaker 1: That’s great. I hope you will like it"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I would like to buy a black suit.
Speaker 2: Do you have any special brand in your mind?
Speaker 2: No, I never wear suit in my everyday life. I want one to take part in my sister’s wedding ceremony.
Speaker 1:"	" I want to buy a suit for my job interview.
Speaker 2: I want to buy a suit for my job interview.
Speaker 1: I want to buy a suit for my job interview.
Speaker 2: I want to buy a suit for my job interview.
Speaker 1: I want to buy"	" I see. I have a black suit in my mind. It is a suit from Armani. It is very elegant and stylish. I think it will be a good choice for you.
Speaker 2: I see. I will think about it. Thank you for your suggestion.
Speaker 1: You are welcome"
251	Where's the nearest bank?	It's just around the corner	It's around the corner	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Where's the nearest bank?
Speaker 2: It's just around the corner
Speaker 1:"	" Great, I'll go there and withdraw some money.
Speaker 2: Do you need any help?
Speaker 1: No, I'm fine. Thanks for the offer though.
Speaker 2: No problem. Have a nice day!
Speaker 1: You too. Bye!
Speaker 2: Bye!
"	" Great, I'll go there now.
Speaker 2: Do you need any cash?
Speaker 1: No, I'm just going to deposit some money.
Speaker 2: Okay, I'll see you later then.
Speaker 1: Yes, see you soon.
Speaker 2: Bye!
Speaker "	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Where's the nearest bank?
Speaker 2: It's around the corner
Speaker 1:"	" Around the corner? That's too far. I need to go to the bank now.
Speaker 2: I'm sorry, I don't know where the nearest bank is.
Speaker 1: That's okay. I'll just go to the bank around the corner.
Speaker 2: Okay, I'll let"	" 
Speaker 2: 
Speaker 1: 
Speaker 2: 
Speaker 1: 
Speaker 2: 
Speaker 1: 
Speaker 2: 
Speaker 1: 
Speaker 2: 
Speaker 1: 
Speaker 2: 
Speaker 1: 
Speaker 2"
272	Where's the nearest tailor's?	There is one just around the corner.	There is one around the corner.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Where's the nearest tailor's?
Speaker 2: There is one just around the corner.
Speaker 1:"	" Great, I'll go there now.
Speaker 2: Do you need any help?
Speaker 1: No, I'm fine. Thanks anyway.
Speaker 2: Okay, have a nice day.
Speaker 1: You too.
Speaker 2: Bye.
Speaker 1: Bye.

System: You"	" Great, I'll go there.
Speaker 2: Do you need any help?
Speaker 1: No, I'm fine. Thanks.
Speaker 2: Okay, let me know if you need anything else.
Speaker 1: Sure, thanks.
Speaker 2: Have a good day!
Speaker 1"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Where's the nearest tailor's?
Speaker 2: There is one around the corner.
Speaker 1:"	" Great, I'll go there.
Speaker 2: I'll go with you.
Speaker 1: Okay, let's go.
Speaker 2: I'll meet you there.
Speaker 1: Okay, see you there.
Speaker 2: I'll be there in a few minutes.
Speaker 1:"	" Great, I'll go there.
Speaker 2: Do you need any help?
Speaker 1: No, I'm fine. Thanks.
Speaker 2: Okay, have a nice day.
Speaker 1: You too.
Speaker 2: Bye.
Speaker 1: Bye.

System: You are participating"
288	Are you going grocery shopping today?__eou__I am, as a matter of fact. Do you have any special requests?__eou__Yes, please get some white bread, thick cut, some ham, not the processed stuff, some gouda cheese, some galla apples and...	Wait. This is sounding like a major list. Why don't you just come with me?	Wait. This is sounding like a major list. Why don't you come with me?	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Are you going grocery shopping today?
Speaker 2: I am, as a matter of fact. Do you have any special requests?
Speaker 1: Yes, please get some white bread, thick cut, some ham, not the processed stuff, some gouda cheese, some galla apples and...
Speaker 2: Wait. This is sounding like a major list. Why don't you just come with me?
Speaker 1:"	" I can't. I have to work. I'll just get the stuff I need and be on my way.
Speaker 2: Okay, I'll see you later then.
Speaker 1: Sounds good. See you later.
Speaker 2: Bye.

Response:
:// I'm sorry, I didn"	" I can't. I have to work. But I'll be home by 6:00. Can you pick up some milk and eggs?
Speaker 2: Sure. I'll be there by 6:00. See you then.
Speaker 1: See you then."	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Are you going grocery shopping today?
Speaker 2: I am, as a matter of fact. Do you have any special requests?
Speaker 1: Yes, please get some white bread, thick cut, some ham, not the processed stuff, some gouda cheese, some galla apples and...
Speaker 2: Wait. This is sounding like a major list. Why don't you come with me?
Speaker 1:"	" I would love to. I need to get some more milk and eggs anyway.
Speaker 2: Great. I'll pick you up in 15 minutes.
Speaker 1: Sounds good. See you then.

Response:
:// I'm not sure I can make it. I have a meeting at 2"	" I would love to, but I have to work. I'll just give you the list and you can get everything.
Speaker 2: Okay, I'll get everything on the list. I'll see you later.
Speaker 1: Okay, see you later."
298	I'm so sorry about your brother, Mr. Wang.__eou__Thanks, Jane.	If you need any help, just let me know.	If you need any help, let me know.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I'm so sorry about your brother, Mr. Wang.
Speaker 2: Thanks, Jane.
Speaker 2: If you need any help, just let me know.
Speaker 1:"	" I appreciate that.
Speaker 2: I'm sure he would have wanted you to be happy.
Speaker 1: I know.
Speaker 2: He was always so supportive of me.
Speaker 1: He was a great guy.
Speaker 2: I'm sorry for your loss.
Speaker 1:"	" I appreciate that.
Speaker 2: I'm sure he would have wanted you to be happy.
Speaker 1: I know.
Speaker 2: He was always so supportive of me.
Speaker 1: I'm sure he was.
Speaker 2: I'm going to miss him so much.
Speaker "	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I'm so sorry about your brother, Mr. Wang.
Speaker 2: Thanks, Jane.
Speaker 2: If you need any help, let me know.
Speaker 1:"	" I will. Thank you.
Speaker 2: You're welcome.
Speaker 1: I'm sorry to hear that.
Speaker 2: Thank you.
Speaker 1: I'm sorry to hear that.
Speaker 2: Thank you.
Speaker 1: I'm sorry to hear that.
Speaker 2"	" I will. Thank you.
Speaker 2: You're welcome.
Speaker 1: I'm sorry to hear that.
Speaker 2: Thank you.
Speaker 1: I'm sorry to hear that.
Speaker 2: Thank you.
Speaker 1: I'm sorry to hear that.
Speaker 2"
