id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode
10322	not	What's the matter with you, Mary? You look a bit pale.__eou__I'm afraid I've got a terrible cold. What should I do?__eou__Have you taken any medicine?	Yes, but I'm not feeling very better now. Actually I'm feeling even worse.	Yes, but I'm feeling very better now. Actually I'm feeling even worse.	Well, if I were you, I'd go to see the doctor. That might help. And you'd better stay in bed today instead of going to work.	-69.95091819763184	-80.43099021911621	-2.590774748060438	-3.093499623812162	27	26	-82.59167647361755	-80.52450156211853	-1.9664684874670846	-1.9172500371932983	42	42	-445.88784170150757	-454.3892204761505	-3.0964433451493583	-3.1775469963367167	144	143	True	True
10335	not	What's wrong with you? You look pale.	I'm not sure, I feel hot and cold.	I'm sure, I feel hot and cold.	When did the trouble start?	-55.28169345855713	-68.63832187652588	-2.7640846729278565	-3.6125432566592566	20	19	-34.93957054615021	-33.003050208091736	-2.3293047030766805	-2.2002033472061155	15	15	-327.5552216768265	-335.9458340406418	-4.3099371273266645	-4.479277787208557	76	75	True	True
10349	not	Could you arrange me to see Doctor John tomorrow morning?	I’m afraid not. He will be not free until 11:30.	I’m afraid. He will be free until 11:30.	How about 1:30?	-87.6491779088974	-81.25847280025482	-3.505967116355896	-3.5329770782719487	25	23	-22.942036271095276	-30.94829535484314	-1.4338772669434547	-1.9342684596776962	16	16	-384.87836015224457	-381.3292018175125	-4.637088676533067	-4.707767923672994	83	81	True	True
10351	not	What's the matter with you, Paul?	I'm not feeling well. I think I'm having a cold.	I'm feeling well. I think I'm having a cold.	Looks like it.You need to drink a lot of water and take a good rest.	-37.32195973396301	-59.48631310462952	-1.6226939014766528	-2.703923322937705	23	22	-63.09668719768524	-60.2289217710495	-2.4267956614494324	-2.3164969911942115	26	26	-341.2810903787613	-351.41420328617096	-3.83461899301979	-3.9933432191610336	89	88	True	True
10366	not	Nurse, I am sure to die soon. They just don't tell me the truth, I know.	But I don't think so. No one has ever said a word that you are to die, only yourself. That means you are not willing to die, right? Actually, you are recovering and what you imagine as your worry is slowing down the treatment. Many cases worse than yours turned out to be hopeful and successful. You must be confident. Your condition is much better physically, but a little bi difficult mentally. The most important thing for you now is cooperation with us.	But I don't think so. No one has ever said a word that you are to die, only yourself. That means you are willing to die, right? Actually, you are recovering and what you imagine as your worry is slowing down the treatment. Many cases worse than yours turned out to be hopeful and successful. You must be confident. Your condition is much better physically, but a little bi difficult mentally. The most important thing for you now is cooperation with us.	Is what you said really true?	-386.027739405632	-383.60270965099335	-3.6764546610060194	-3.6884875927980127	105	104	-34.54824960231781	-34.41383373737335	-2.159265600144863	-2.1508646085858345	16	16	-719.6343350410461	-717.4766850471497	-4.159736040699689	-4.171376075855521	173	172	True	True
10371	not	How do I take the tablets?__eou__Please take 2 tablets each time, 4 times a day.__eou__How do I take the sucking lozenges?	Please put one under your tongue, do not swallow it.	Please put one under your tongue, do swallow it.	How do I take the pills?	-38.50845658779144	-61.313445925712585	-1.8337360279900687	-3.065672296285629	21	20	-21.803051710128784	-21.587024688720703	-1.362690731883049	-1.349189043045044	16	16	-381.3072581291199	-401.1059321165085	-3.5306227604548135	-3.7486535711823223	108	107	True	True
10381	not	Hi. Can you give me a wake-up call tomorrow?__eou__Certainly. What time would you like us to call you?__eou__I need two wake-up calls, if you don't mind, one at 7 and the other at 7 fifteen.	Not a problem. We'll call you tomorrow morning at 7, and again at 7 fifteen.	A problem. We'll call you tomorrow morning at 7, and again at 7 fifteen.	On second thought, you'd better make that second call at 7 thirty instead of 7 fifteen.	-62.70677351951599	-76.34276163578033	-2.0902257839838665	-2.6325090219234597	30	29	-66.0092260837555	-69.99070429801941	-2.200307536125183	-2.333023476600647	30	30	-456.7003687620163	-465.5268529653549	-3.085813302446056	-3.1668493399003736	148	147	True	True
10386	not	I need my minibar restocked.__eou__Everything is gone, sir?	There's not a drop left of anything.	There's a drop left of anything.	Is there anything in particular you want?	-31.135437965393066	-56.864197731018066	-1.7297465536329482	-3.344952807706945	18	17	-28.663167476654053	-27.697976112365723	-1.6860686750972973	-1.6292927124921013	17	17	-346.80181539058685	-365.35018169879913	-4.128593040364129	-4.4018094180578204	84	83	True	True
10412	not	Well, what is your trouble?	I'm not feeling well, doctor. I have a sore throat.	I'm feeling well, doctor. I have a sore throat.	Have you any aches and pains?	-41.05314254760742	-63.18041455745697	-1.7849192412003227	-2.8718370253389534	23	22	-40.61182701587677	-42.06840217113495	-2.3889310009339275	-2.474611892419703	17	17	-343.16024696826935	-361.01313412189484	-4.399490345747043	-4.688482261323309	78	77	True	True
10422	not	Does this hotel have a pool?__eou__I'm sorry, sir, we don't have one. However, in our gym, we do have swim stations.	I'm not sure I understand.	I'm sure I understand.	Think of a deep bathtub that you can swim in, but against a current.	-32.855257511138916	-48.937532901763916	-2.0534535944461823	-3.2625021934509277	16	15	-67.53881180286407	-80.50517070293427	-2.701552472114563	-3.220206828117371	25	25	-397.42592883110046	-413.0199066400528	-3.7142610171130883	-3.8964142135854036	107	106	True	True
10434	not	Everything's gone wrong.	I know, it's not as I had planned.	I know, it's as I had planned.	What are we going to do now?	-53.399922490119934	-62.797139167785645	-2.669996124505997	-3.3051125877781917	20	19	-6.302654027938843	-20.172260522842407	-0.37074435458463784	-1.1866035601672005	17	17	-318.488734126091	-336.5792648792267	-4.362859371590288	-4.674712012211482	73	72	True	True
10475	not	John, do you have a minute?__eou__Oh, hi, Leo. Sure, what’s up?__eou__Well, I’Ve been meaning to talk to you about the situation in the office.	But I’m not in there very often. It’s so noisy that I can’t work.	But I’m in there very often. It’s so noisy that I can’t work.	That’s exactly what I’m getting at. We’re supposed to be able to do our preparation and marking in that office, but have you noticed? Jack constantly has students coming in to get help with his course. A lot people are going in and out.	-92.03684735298157	-90.00425457954407	-3.2870302626064847	-3.333490910353484	28	27	-212.15993928909302	-212.16839361190796	-3.478031791624476	-3.4781703870804583	61	61	-603.4036258459091	-593.8813973665237	-3.6349616014813804	-3.59928119616075	166	165	True	True
10478	not	Kim, have you made contact with Mr. Lee?	Not yet, Mr. Wang. But I'm working on it.	Yet, Mr. Wang. But I'm working on it.	What seems to be the problem?	-35.846572160720825	-54.765700578689575	-1.5585466156835142	-2.4893500263040718	23	22	-17.91461217403412	-17.776846289634705	-1.1196632608771324	-1.111052893102169	16	16	-322.5518823862076	-342.64406514167786	-3.982122004767995	-4.283050814270974	81	80	True	True
10485	not	I heard you were promoted to general manager of IBM’s China Head quarters.__eou__That’s true. I got the news yesterday.__eou__You did a good job for the company. So, this is your first day in the new position. How do you feel?	Not bad. I’m confident. And I like challenges.	Bad. I’m confident. And I like challenges.	I believe you are cut out for this position.	-84.18457925319672	-88.38160073757172	-4.008789488247463	-4.419080036878586	21	20	-52.90560507774353	-49.675885796546936	-2.784505530407554	-2.6145203050814176	19	19	-499.10702669620514	-506.07277834415436	-3.8392848207400396	-3.9230447933655377	130	129	True	True
10489	not	Mr. Smith, I would like to get right to the point here. First, we need to talk about how much each company will pay.__eou__Well, we want to have the largest share. Our company is much larger than yours, and we have been in business longer.	Let's look at that another way. The major point is the value that we add, not who has been in business longer, or is bigger.	Let's look at that another way. The major point is the value that we add, who has been in business longer, or is bigger.	What are you thinking about?	-108.45635879039764	-121.03923499584198	-2.7809322766768627	-3.185243026206368	39	38	-26.70470404624939	-26.44572150707245	-1.7803136030832927	-1.7630481004714966	15	15	-507.7163438796997	-516.8565092086792	-3.525807943609026	-3.614381183277477	144	143	True	True
10506	not	You look a bit under the weather.	I am not feeling all the great. I think I have that crud that is going around.	I am feeling all the great. I think I have that crud that is going around.	I know that it’s going around the dorms.	-80.6942982673645	-80.4438111782074	-2.8819392238344466	-2.9794004140076815	28	27	-75.47815608978271	-76.25341928005219	-3.7739078044891357	-3.812670964002609	20	20	-386.88031458854675	-382.7833981513977	-4.446900167684445	-4.450969745946485	87	86	True	True
10508	not	hello! How are you.	Not too well! I’m just to the doctor. I haven’t been feeling too well .. over the last few days.	Too well! I’m just to the doctor. I haven’t been feeling too well .. over the last few days.	what have you got? A cough? A cold?	-134.25533080101013	-125.41949248313904	-3.9486862000297096	-3.8005906813072436	34	33	-49.89392626285553	-47.27049899101257	-2.4946963131427764	-2.3635249495506288	20	20	-426.6029965877533	-416.4102113246918	-4.687945017447839	-4.626780125829908	91	90	True	True
10519	not	Well, what is your trouble?	I'm not feeling well, doctor. I have a sore throat.	I'm feeling well, doctor. I have a sore throat.	Have you any aches and pains?	-41.05314254760742	-63.18041455745697	-1.7849192412003227	-2.8718370253389534	23	22	-40.61182701587677	-42.06840217113495	-2.3889310009339275	-2.474611892419703	17	17	-343.16024696826935	-361.01313412189484	-4.399490345747043	-4.688482261323309	78	77	True	True
10530	not	You two are so health-conscious!__eou__Well, we try! Here, I just made some carrot juice. Would you like a glass?	Why not! Before you know it, I'll be heading off to the mountains to stand on my head!	Why! Before you know it, I'll be heading off to the mountains to stand on my head!	You don't have to go to the mountains! I stand on my head during my yoga routine every morning!	-83.98459827899933	-84.30922901630402	-2.7091805896451397	-2.8103076338768007	31	30	-59.32212197780609	-58.23996675014496	-1.9136168379937448	-1.8787086048433859	31	31	-440.2193228006363	-439.4509434700012	-3.5501558290373896	-3.572771898130091	124	123	True	True
10548	not	Hi, may I speak to Ryan, please?__eou__This is Ryan you are speaking with. What can I do for you?	Hi, Ryan, this is Malia, and I will not be coming to work today.	Hi, Ryan, this is Malia, and I will be coming to work today.	What is wrong with you?	-79.99951839447021	-78.89986896514893	-2.8571256569453647	-2.92221736907959	28	27	-30.667823672294617	-38.23016285896301	-2.0445215781529744	-2.5486775239308677	15	15	-379.6743712425232	-379.1259665489197	-3.686158944102167	-3.716921240675683	103	102	True	True
10551	not	Professor, excuse me, but I need to leave early.__eou__What seems to be the problem?	I am not feeling well.	I am feeling well.	What is bothering you?	-20.261314034461975	-33.75090754032135	-1.3507542689641316	-2.4107791100229536	15	14	-27.238213062286377	-19.915963888168335	-1.9455866473061698	-1.4225688491548811	14	14	-319.4990099668503	-323.68749582767487	-3.8493856622512084	-3.947408485703352	83	82	True	True
10571	not	Look, Jim. That man just fell down over there.__eou__We better see if he’s o. k.__eou__Sir ... sir? Are you all right? Sir?	He’s not answering. You’d better check his pulse and breathing.	He’s answering. You’d better check his pulse and breathing.	Oh, no. He’s not breathing, and there’s no pulse. Call 911.	-41.644832611083984	-51.33377170562744	-1.8106448961340862	-2.3333532593467017	23	22	-51.30607521533966	-56.538583397865295	-1.8323598291192735	-2.019235121352332	28	28	-472.97623562812805	-483.8870323896408	-3.845335249009171	-3.9662871507347606	123	122	True	True
10609	not	What wrong with you? You look pale?	I’m not sure. I feel hot and cold.	I’m sure. I feel hot and cold.	When did the trouble start?	-62.278231739997864	-74.83664083480835	-3.113911586999893	-3.938770570253071	20	19	-35.27894425392151	-33.97226274013519	-2.3519296169281008	-2.2648175160090127	15	15	-349.3132084608078	-356.6827610731125	-4.657509446144104	-4.820037311798817	75	74	True	True
10611	not	Good morning, Doctor!__eou__Good morning, Miss Mandy. How are you today?	I am not feeling very well. I've got a bad cold.	I am feeling very well. I've got a bad cold.	Have you got a sore throat, too?	-45.362592697143555	-68.0179214477539	-1.9722866390062415	-3.0917237021706323	23	22	-29.76640796661377	-30.837381958961487	-1.6536893314785428	-1.7131878866089716	18	18	-336.7752774953842	-355.7119292020798	-3.6212395429611206	-3.8664340130660846	93	92	True	True
10629	not	We have received your resume in answer to our ads. I would like to talk with you regarding your qualification for this position, OK?	It is my honor to have this chance for this interview. Well, my major is commercial English. You know, and I am not only familiar with useful English expressions in business, but also learn some theories on this field. Besides, during my college learning period, I also attended some commercial activities to strive for the opportunity of practicing what I learned.	It is my honor to have this chance for this interview. Well, my major is commercial English. You know, and I am only familiar with useful English expressions in business, but also learn some theories on this field. Besides, during my college learning period, I also attended some commercial activities to strive for the opportunity of practicing what I learned.	What is your greatest weakness?	-267.4612315893173	-281.54525315761566	-3.3855852099913584	-3.6095545276617393	79	78	-34.812097668647766	-33.55653190612793	-2.3208065112431844	-2.2371021270751954	15	15	-616.8165653944016	-629.855056643486	-4.05800371970001	-4.171225540685338	152	151	True	True
10636	not	What kind of packing do you plan to use for this consignment of goods?__eou__Cartons. Is that okay?__eou__I'm concerned about the possible jolting, squeezing and collision that may take place when these cases are moved about.	Well, what I can tell you is this. We've got an excellent record on making deliveries to our customers. Besides, all our cartons are lined with shockproof cardboards and are wrapped up with polyethylene sheets. So they're not only shockproof but also dampproof.	Well, what I can tell you is this. We've got an excellent record on making deliveries to our customers. Besides, all our cartons are lined with shockproof cardboards and are wrapped up with polyethylene sheets. So they're only shockproof but also dampproof.	In that case, I guess I can rest assured.	-216.3585011959076	-224.19545006752014	-3.2292313611329493	-3.39690075859879	67	66	-49.07507252693176	-50.934863686561584	-2.4537536263465882	-2.5467431843280792	20	20	-652.4855715036392	-659.6120768785477	-3.7715928988649665	-3.8349539353403936	173	172	True	True
10646	not	How are you doing? Pretty good, I imagine?	Actually not so good. That's why we made a special trip to see you.	Actually so good. That's why we made a special trip to see you.	OK, let me hear it. I'd be glad to help if I can.	-64.26804161071777	-81.95224571228027	-2.471847754258376	-3.2780898284912108	26	25	-66.37316763401031	-69.69225370883942	-2.5528141397696276	-2.6804712964938235	26	26	-388.09186124801636	-410.18599569797516	-4.128636821787408	-4.410602104279302	94	93	True	True
10648	not	How many do you intend to order for our shirts?__eou__What's the minimum quantity of an order for your goods?	We are not interested in small orders. I suggest you order at least 2 000 dozen.	We are interested in small orders. I suggest you order at least 2 000 dozen.	No problem. We want a minimum of 1,000 dozen of men's shirts and a minimum of 3,000 dozen of embroidered shirts. Can you guarantee continuous production and adequate supply?	-85.58979606628418	-92.13536787033081	-2.9513722781477303	-3.2905488525118147	29	28	-141.58357763290405	-138.3070101737976	-2.9496578673521676	-2.8813960452874503	48	48	-525.4032539129257	-529.4585666656494	-3.891875954910561	-3.951183333325742	135	134	True	True
10650	not	We will carry out the order when the purchase order gets here.__eou__Good. And because this is our initial order, and your products is so new, we would like to make a deal with you.__eou__Well, actually in most cases we don't talk about special deals, but since this one is so new I will listen to what you have to say.	We want to make this a trial order. If we can sell all the products in two months, we will pay for them; if not, we will send them back to you.	We want to make this a trial order. If we can sell all the products in two months, we will pay for them; if, we will send them back to you.	I can't agree to that. My company will have to pay for both sending them and bringing them back.	-96.34234631061554	-122.10298144817352	-2.094398832839468	-2.7133995877371895	46	45	-76.50074088573456	-76.22629928588867	-2.4677658350236955	-2.458912880189957	31	31	-626.9798576831818	-648.0360964536667	-3.3528334635464265	-3.484065034697133	187	186	True	True
10654	not	Fred, is it a good time to talk with you?__eou__Sure, what's the matter?	As you know, I have accepted three new programs in our company this year, but I am not sure I can do my work well. And right now my dilemma is that I can not find a person whom I can trust for these three programs.	As you know, I have accepted three new programs in our company this year, but I am sure I can do my work well. And right now my dilemma is that I can find a person whom I can trust for these three programs.	What do you think we can do about this?	-197.85491836071014	-197.99800038337708	-3.353473192554409	-3.473649129532931	59	57	-26.6542866230011	-28.25036120414734	-1.4028571906842684	-1.4868611160077547	19	19	-490.20862877368927	-489.5443331003189	-3.7137017331340094	-3.7657256392332226	132	130	True	True
10658	not	In the past half year, we made some schedules and objectives, do you still remember that?__eou__Of course. I spent the whole week to know the general process for these plans. And since I was employed, I have been working on them. Madam, how am I doing? Are you satisfied with my job?__eou__How do you feel what you have done? Did you meet our goals?	I suppose so. I tried my best to be familiar with all these appliances and office process. Certainly without my colleagues' help, I could not do these things in such a short period.	I suppose so. I tried my best to be familiar with all these appliances and office process. Certainly without my colleagues' help, I could do these things in such a short period.	Yes. And you also overworked in last month, when Steven asked for leave. I have been very satisfied with your performance. And your dependability has been a great asset.	-142.36374032497406	-148.0982984304428	-3.029015751595193	-3.2195282267487566	47	46	-169.70566272735596	-167.09152245521545	-3.771236949496799	-3.7131449434492323	45	45	-773.5260823965073	-779.4182657003403	-3.6834575352214634	-3.7292739985662213	210	209	True	True
10660	not	OK, I just want to brief you all on the travel market in Taiwan. To start with, generally speaking, the travel industry in Taiwan focuses mainly on tours. This segment of the industry is well developed.__eou__Sorry to interrupt, Doris, but can you tell me more about these tour groups, what kind of things they enjoy, and so on?	Yes, of course. Most of the time, when they travel, they prefer to do so in large groups accompanied by a guide, who usually takes care of everything, for instance, choosing the restaurants, the itinerary, the mode of transport, and things like that. Another thing is that most travelers to the UK tend to be middle aged, around 40 to 50 or so. This age group is less adventurous; they like good hotels, and have money to spend. They kind of prefer to stay in the cities where they feel safer. They are not into mountain climbing in Wales or anything.	Yes, of course. Most of the time, when they travel, they prefer to do so in large groups accompanied by a guide, who usually takes care of everything, for instance, choosing the restaurants, the itinerary, the mode of transport, and things like that. Another thing is that most travelers to the UK tend to be middle aged, around 40 to 50 or so. This age group is less adventurous; they like good hotels, and have money to spend. They kind of prefer to stay in the cities where they feel safer. They are into mountain climbing in Wales or anything.	I don’t mean to interrupt, but can you tell me what plans you have for growing the youth market?	-350.78887593746185	-363.64019429683685	-2.6983759687497066	-2.8189162348592003	130	129	-92.97594654560089	-92.58313751220703	-2.9992240821161578	-2.9865528229744203	31	31	-876.2242929935455	-886.7015421390533	-3.281738925069459	-3.3334644441317796	267	266	True	True
10664	not	Janice, I can't find the document I was working on last month. Can you help me to look for it?__eou__Susan, I'm sorry. Did you look up those files I requested?	Yes, but I still can not find it. Maybe it is in this cabinet.	Yes, but I still can find it. Maybe it is in this cabinet.	I couldn't find the files you request, even though I checked all the cross-references. I don't think it's there.	-63.27414131164551	-66.55182838439941	-2.4336208196786733	-2.6620731353759766	26	25	-81.53115153312683	-79.44554257392883	-2.264754209253523	-2.206820627053579	36	36	-491.0223467350006	-494.6793797016144	-3.584104720693435	-3.6373483801589295	137	136	True	True
10669	not	Fred, we're gonna have a meeting after half an hour. Have you got it?__eou__Is that true? I can't believe it. There are always some meetings in this company.__eou__Hush! The wall has ears, you know.	But, my overwork has not done yet. And it is driving me crazy.	But, my overwork has done yet. And it is driving me crazy.	My boy. I give you my sympathy to you. However, this meeting is said to be extremely important, so we have to attend it.	-87.27209627628326	-92.18941080570221	-3.3566190875493565	-3.6875764322280884	26	25	-104.33398926258087	-102.54057574272156	-2.7456312963837073	-2.6984362037558305	38	38	-575.7155302762985	-580.2743297815323	-3.8126856309688644	-3.868495531876882	151	150	True	True
10670	not	George, I heard our eighth generation computer is appreciated by the guests. They intend to sign contract with our company. You have done a good job. We are so proud of you.__eou__Thank you. I never imagine that would happen.__eou__Hah, as the sales department director, you are the best.	Thank you. But I am not sure whether the manager is settling for it. She asked me to go to her office.	Thank you. But I am sure whether the manager is settling for it. She asked me to go to her office.	Why not? You've done so well for the company. She should give you a prize.	-93.44533681869507	-106.80709791183472	-2.7483922593733845	-3.2365787246010522	34	33	-66.34601831436157	-66.51189815998077	-2.3695006540843417	-2.3754249342850278	28	28	-614.7902414798737	-624.8941757678986	-3.795001490616504	-3.881330284272662	162	161	True	True
10675	not	Why are you leaving your present job?	I’m not so satisfied with it.	I’m so satisfied with it.	Why do you plan to change your job?	-44.31545317173004	-46.494927406311035	-2.6067913630429436	-2.9059329628944397	17	16	-38.2936589717865	-38.94803047180176	-2.1274254984325833	-2.163779470655653	18	18	-332.6520186662674	-335.9717117547989	-4.495297549544154	-4.602352215819163	74	73	True	True
10679	not	Madam, is everything set up for your trip?	Not yet. I seem to move my house to that place. You don't know how tight the schedule is for this trip.	Yet. I seem to move my house to that place. You don't know how tight the schedule is for this trip.	You will be busier, right?	-122.78129160404205	-126.12686717510223	-3.50803690297263	-3.7096137404441833	35	34	-52.80650329589844	-52.223368644714355	-3.1062648997587314	-3.0719628614537857	17	17	-440.75646007061005	-446.048881649971	-4.688898511389469	-4.796224533870656	94	93	True	True
10699	not	Madam, I made a close study of the draft contract yesterday evening. I think there are something needs to modify.__eou__Which terms?	First, about the terms of payment. Your draft contract says that payment is to be made by D \ A. This is not our practice. We prefer to have the payment made by L \ C through a negotiating bank in America.	First, about the terms of payment. Your draft contract says that payment is to be made by D \ A. This is our practice. We prefer to have the payment made by L \ C through a negotiating bank in America.	Good. I will add this to the contract.	-182.12305986881256	-192.03415513038635	-3.252197497657367	-3.491530093279752	56	55	-69.46407318115234	-66.95395529270172	-3.656003851639597	-3.5238923838264062	19	19	-562.4004248380661	-569.035914182663	-4.1051125900588765	-4.1840876042842865	137	136	True	True
10711	not	Do you get the news that our company is trying to find out new tactics to test us?__eou__I know something about it. Our company often organizes all kinds of lectures to improve our professional skills.	It takes most of our weekends to listen to these boring lectures, so I can not bear it anymore. It is said that they think out some tests to check our management skills.	It takes most of our weekends to listen to these boring lectures, so I can bear it anymore. It is said that they think out some tests to check our management skills.	Is that true?	-138.88787078857422	-145.83272552490234	-3.0863971286349825	-3.3143801255659624	45	44	-27.55134391784668	-27.914281010627747	-2.1193341475266676	-2.1472523854329038	13	13	-517.728502035141	-524.8774306774139	-3.8926955040236164	-3.9763441717985906	133	132	True	True
10714	not	David, we have been doing business for three years, haven't we?__eou__Yes, I'm glad we've had very pleasant cooperation in the previous years. And your achievement for promoting our clothes was great in the three years.__eou__So, I wish to apply for the sole agency of your product in our local market. If you give us the agency, that will be more substantial for our cooperation.	To be frank, you are not the only one who applies for an agent for us in your country. I'd like to know some ideas of terms on which you would be willing to operate as our agent.	To be frank, you are the only one who applies for an agent for us in your country. I'd like to know some ideas of terms on which you would be willing to operate as our agent.	As we are a well-established company, we are very familiar with the customers' needs. Besides, we can make full use of our good connections with the wholesalers and retailers here and develop a good market for your products if appointed as your agent.	-129.49217212200165	-127.40184485912323	-2.5390621984706208	-2.5480368971824645	51	50	-143.3381917476654	-143.4872406721115	-2.471348133580438	-2.473917942622612	58	58	-756.4112190008163	-753.6072572469711	-3.3322080132194554	-3.334545386048545	227	226	True	True
10715	not	You know we went great lengths to promote the sales of your products. Through our continuous effort, consumers tend to accept your product. So, there will be a potential market for your product in this area, and would you let us act as your agent?	We appreciate your efforts in promoting the sale of our clothes in the market of this city. But according to our record, your annual turnover is not too big, so I think it is premature for us to discuss the question of agency.	We appreciate your efforts in promoting the sale of our clothes in the market of this city. But according to our record, your annual turnover is too big, so I think it is premature for us to discuss the question of agency.	If that's the case, we can talk about it first. What's your concept of a big amount?	-148.15468835830688	-152.70577812194824	-2.645619434969766	-2.776468693126332	56	55	-71.54045069217682	-71.73913908004761	-2.3077564739411875	-2.314165776775729	31	31	-629.8514450788498	-634.6659075021744	-3.726931627685502	-3.7777732589415143	169	168	True	True
10718	not	John, you have done a good job. Our new series computer is appreciated by the guests. They intend to sign contracts with our company. You really did a good job.__eou__Thank you. I can't imagine the design of the new computer is so popular among computer users.__eou__Hah, as the sale department director of our team, you are the best.	I am flattered. But I am not sure whether the manager is satisfied with it. She asked me to her office.	I am flattered. But I am sure whether the manager is satisfied with it. She asked me to her office.	Why not? You've done so well for the company. She should give you a prize.	-83.08357012271881	-90.41491854190826	-2.4436344153740825	-2.7398460164214624	34	33	-68.75005984306335	-69.87256944179535	-2.4553592801094055	-2.4954489086355482	28	28	-636.7220289707184	-643.32306599617	-3.6804741559001064	-3.740250383698663	173	172	True	True
10724	not	We have settled the question of price, quality and quantity. Now I am calling to talk about the terms of payment. What are your terms of payment?__eou__Well. We only accept the payment to be made by confirmed and irrevocable L \ C, payable against shipping documents.__eou__I see. Payment by LC is the safest method, but could you make an exception and accept DA or DP?	I'm afraid not. That is our usual practice, because we are sure we will get the right amount of money that way.	I'm afraid. That is our usual practice, because we are sure we will get the right amount of money that way.	What about the cost of delivery?	-83.88707709312439	-89.95879340171814	-2.3967736312321253	-2.645846864756416	35	34	-52.66618371009827	-51.99849057197571	-3.2916364818811417	-3.2499056607484818	16	16	-616.7082134485245	-614.1323906183243	-3.6276953732266146	-3.633919471114345	170	169	True	True
10744	not	You are seemingly upset. What's behind you?__eou__Arden wants to have a trademark for our new series of products registered. But I have no idea on the registering process.	That's not as complicated as you suppose.	That's as complicated as you suppose.	Is it so easy? I never experienced this. Can you tell me something about it?	-51.45880138874054	-53.445441365242004	-2.8588222993744745	-3.143849492073059	18	17	-68.23223888874054	-66.84516847133636	-2.5271199588422424	-2.4757469804198653	27	27	-492.34157037734985	-499.41619777679443	-4.281231046759564	-4.380843840147319	115	114	True	True
10746	not	Since China was open to the outside world, its trade forms have become much more flexible. One of these commonly used forms is co-production. Would you please do a bit explanation of it, Mr. Walker?__eou__Well, under this arrangement two parties cooperate to manufacture a product or a category of products, for example, machine tools for export. Each party produces and supplies a part of the components and parts; one party is a Chinese enterprise, the other, an overseas firm. Most probably, the foreign counterpart contributes technology and equipment, and sometimes, parts and components, while the Chinese enterprises factory building, labor and other resources to the cooperative production. They join hands and fulfill orders together by an agreement or a contract.__eou__I suppose that the assembling of these components and parts, particularly the marketing of the finished products should take place in China.	Not necessarily. It depends on the contract stipulations. They may be marketed in the foreign country where the other party is located, or even in a third country.	Necessarily. It depends on the contract stipulations. They may be marketed in the foreign country where the other party is located, or even in a third country.	I think the principle of co-production is to expand export trade. It's a reciprocal business, isn't it?	-69.89151513576508	-89.92364168167114	-1.6640836937086922	-2.1410390876588368	42	42	-86.04527628421783	-84.5042849779129	-2.6889148838818073	-2.640758905559778	32	32	-932.4448544979095	-949.5869730710983	-3.330160194635391	-3.391382046682494	280	280	True	True
10748	not	OK! Let's get down to business now.__eou__Say it.__eou__As you know, we should work out cautious and detailed plan for our promotion, so as to guide our company to be successful in the new product, L-series.	That's right. And in my opinion, to push the sale of the new products is not an easy task.	That's right. And in my opinion, to push the sale of the new products is an easy task.	I know that. I need to discuss this with Arden. And in his opinion, we should widen the scope of our ads, so newspaper and Internet should be adopted in this campaign.	-84.02473604679108	-90.47651827335358	-2.625773001462221	-2.918597363656567	32	31	-176.0527753829956	-171.3421961069107	-3.745803731553098	-3.6455786405725683	47	47	-674.3996566534042	-675.6223281621933	-4.112193028374416	-4.144922258663763	164	163	True	True
10752	not	How was your interview?__eou__Pretty good. The HR manager asked me the usual questions. Then he wondered why I had decided to leave my previous job.__eou__What did you say?	I told him that I hadn’t got a raise for three years. I also told him that one of my best co-workers quitted her job because she had not been promoted for eight years.	I told him that I hadn’t got a raise for three years. I also told him that one of my best co-workers quitted her job because she had been promoted for eight years.	Did he want to know the reasons?	-150.37268769741058	-158.54353761672974	-3.132764327029387	-3.37326675780276	48	47	-41.45992648601532	-41.78230547904968	-2.438819205059725	-2.457782675238217	17	17	-491.88041055202484	-497.32905328273773	-3.5387079895829125	-3.6038337194401286	139	138	True	True
10754	not	What are your personal weaknesses?	I’m afraid I’m a poor talker. I’m not comfortable talking with the people whom I have just met for the first time. That is not very good for business, so I have been studying public speaking.	I’m afraid I’m a poor talker. I’m comfortable talking with the people whom I have just met for the first time. That is very good for business, so I have been studying public speaking.	Are you more of a leader or a follower?	-156.335125207901	-166.33761620521545	-2.949719343545302	-3.2615218863767734	53	51	-40.52949333190918	-33.351438999176025	-2.13313122799522	-1.755338894693475	19	19	-436.18480265140533	-439.47982800006866	-4.0016954371688565	-4.107288112150174	109	107	True	True
