id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
11992	just	How come it is slow as a snail today?__eou__You mean the network connection?	Yes, I wanted to look for some information on the company page just now. It took me almost one minute to open it. Then there is no response to any click.	Yes, I wanted to look for some information on the company page now. It took me almost one minute to open it. Then there is no response to any click.	I have the same question. I can’t send out mails. We’d better call the IT department and ask them to check it immediately.	-83.48600482940674	-87.43185615539551	-2.1406667904976087	-2.3008383198788294	39	38	-62.33693265914917	-63.43903970718384	-1.9480291455984116	-1.982469990849495	32	32	-218.07307195663452	-223.2049641609192	-2.2715944995482764	-2.3495259385359915	96	95	True
11999	just	John, I'd like to see you in my office for a minute.	Yes, sir, I'll be there in just a moment.	Yes, sir, I'll be there in a moment.	John, I have been watching you. I've been paying attention to you over the last quarter and I'm impressed. You've done a tremendous job in tackling some difficult accounts. I just want to let you to know, after this month's performance reviews, I'm recommending you for promotion.	-17.37866973876953	-16.009315490722656	-1.0222746905158548	-1.000582218170166	17	16	-135.55576038360596	-136.0774269104004	-2.1516787362477134	-2.159959157307943	63	63	-200.73178005218506	-199.8369655609131	-2.027593737900859	-2.0391527098052356	99	98	True
12012	just	So, where can I start my work?__eou__Well, your job is to compile and analyze financial information to prepare entries to accounts. You’re also responsible for preparing profit and loss statements and monthly closing and cost accounting reports.__eou__And I represent?	Our company just concluded a business transaction. You can help with documenting varies financial sheets involved in this transaction.	Our company concluded a business transaction. You can help with documenting varies financial sheets involved in this transaction.	Ok, thank you.	-92.83602857589722	-93.21786451339722	-3.7134411430358885	-3.8840776880582175	25	24	-10.560928344726562	-10.17186164855957	-1.1734364827473958	-1.1302068498399522	9	9	-261.61157274246216	-261.60434198379517	-2.7831018376857677	-2.8129499138042493	94	93	True
12020	just	How come it is slow as a snail today?__eou__You mean the network connection?	Yes, I wanted to look for some information on the company page just now. It took me almost one minute to open it. Then there is no response to any click.	Yes, I wanted to look for some information on the company page now. It took me almost one minute to open it. Then there is no response to any click.	I have the same question. I can’t send out mails. We’d better call the IT department and ask them to check it immediately.	-83.48600482940674	-87.43185615539551	-2.1406667904976087	-2.3008383198788294	39	38	-62.33693265914917	-63.43903970718384	-1.9480291455984116	-1.982469990849495	32	32	-218.07307195663452	-223.2049641609192	-2.2715944995482764	-2.3495259385359915	96	95	True
12021	just	Look at this survey conducted by a website. A quarter of the employees will spend an average of 10 minutes everyday online doing personal things. Hi, Francis, what about you?	Well, I just spend 15 minutes as so checking my stock bonds and booking an air ticket for my mother. Anyway, I have done all my work and it is about the time to leave.	Well, I spend 15 minutes as so checking my stock bonds and booking an air ticket for my mother. Anyway, I have done all my work and it is about the time to leave.	Though our company doesn’t have a return policy, limiting the personal use of internet, I don’t think the boss will like us to do that.	-121.97255516052246	-120.56020164489746	-2.7721035263755103	-2.803725619648778	44	43	-87.90157890319824	-88.22266387939453	-2.585340555976419	-2.594784231746898	34	34	-347.6540355682373	-346.60762786865234	-2.9462206404087907	-2.9624583578517294	118	117	True
12023	just	Did you hear something?__eou__Oh, it is my cell phone ringing. I set it in the vibration mode.__eou__It is a good habit to set your cell phone to vibrate. It is very annoying to hear the loud and sudden ring tone in quiet offices.	You are right. Some ring tone is just terribly loud. You can hear it even in the next door. It is really a kind of distraction.	You are right. Some ring tone is terribly loud. You can hear it even in the next door. It is really a kind of distraction.	Maybe we can write a report to the boss to see what can be done.	-68.51597690582275	-64.09898471832275	-2.015175791347728	-1.9423934763128108	34	33	-36.45209503173828	-37.167049407958984	-1.8226047515869142	-1.8583524703979493	20	20	-240.78567004203796	-237.11741518974304	-2.0405565257799827	-2.026644574271308	118	117	True
12024	just	Have you read the new rules about using cell phone at work?__eou__Yes, not bad. Like turn your cell phone ringer off and find a private place to make calls which it’s showing your respect to your co-workers.__eou__Well, but for this one, don’t bring your cell phone to meetings, I think it is not reasonable. What if there are some important calls?	Well, this one is not compulsory. It is just suggestion.	Well, this one is not compulsory. It is suggestion.	I didn’t pay attention to that.	-26.11009454727173	-29.27708673477173	-1.5358879145453959	-1.829817920923233	17	16	-17.97549819946289	-17.812955856323242	-1.4979581832885742	-1.4844129880269368	12	12	-264.604914188385	-267.59959840774536	-2.2615804631485896	-2.306893089721943	117	116	True
12027	just	A friend of mine has been taking an online career planning course these days. He told me the other day he has learned a lot from it. He recommended me to subscribe to it. What do you say?__eou__I think it is good if we know enough about career planning. We will make wiser choices. What else did he tell you about it?	Well, just something in general, like several key steps in planning career and how to set specific and tenable goals.	Well, something in general, like several key steps in planning career and how to set specific and tenable goals.	Sounds practical! To be honest, sometimes I feel puzzled about my future career. I am not sure if this job suits me the best though I work very hard on it and enjoy being a hard worker. I have always wanted to try something else and learn some new skills.	-76.89421796798706	-79.61260175704956	-2.7462220702852522	-2.9486148798907243	28	27	-122.85791158676147	-123.26250457763672	-2.082337484521381	-2.0891949928413003	59	59	-376.60625314712524	-379.702374458313	-2.268712368356176	-2.3012265118685638	166	165	True
12028	just	You didn’t show up in the morning meeting. What’s up?	Well, I just came in. I worked overtime yesterday. Some statistics and very important documents seemed to be inaccurate. So I stayed to double check them. The boss was aware of my very late work of last night. So before he left office, he told me I could come one hour later this morning.	Well, I came in. I worked overtime yesterday. Some statistics and very important documents seemed to be inaccurate. So I stayed to double check them. The boss was aware of my very late work of last night. So before he left office, he told me I could come one hour later this morning.	But you still look a little bit tired. What time did you leave?	-183.534029006958	-183.99166297912598	-2.7808186213175454	-2.8306409689096306	66	65	-32.78995704650879	-33.954240798950195	-1.7257872129741467	-1.787065305207905	19	19	-269.3270206451416	-270.93250465393066	-2.6148254431567146	-2.656201026018928	103	102	True
12031	just	I am Liu Yi, from China XYZ Company. I’d like to see Mr. Thomas, please.__eou__Do you have an appointment, Mr. Liu?	No, I am afraid not. I just arrive in town today.	No, I am afraid not. I arrive in town today.	Mr. Thomas is quite busy, I’m afraid he won’t be able to see you today.	-25.29002285003662	-28.96873378753662	-1.4050012694464789	-1.7040431639727425	18	17	-18.326676845550537	-18.19798994064331	-0.7636115352312723	-0.7582495808601379	24	24	-135.56472158432007	-139.11035108566284	-1.6736385380780254	-1.7388793885707856	81	80	True
12042	just	Can you help me for a minute?__eou__Sure, what I can do for you?	I'm try to write a letter to one of our clients, But I just don't know exactly what to say, I don't even know how to get started, I know I should write dear Mr. Mrs. or Ms., but the problem is I don't know the name of contact person.	I'm try to write a letter to one of our clients, But I don't know exactly what to say, I don't even know how to get started, I know I should write dear Mr. Mrs. or Ms., but the problem is I don't know the name of contact person.	You can just put Dear Sir or Madam, officialese not personal, you can write to whom may concerned.	-130.38347816467285	-127.23017692565918	-2.0058996640718902	-1.9879715144634247	65	64	-73.3768081665039	-72.97419166564941	-2.6206002916608537	-2.6062211309160506	28	28	-254.5960350036621	-251.0516300201416	-2.1575935169801874	-2.1457404275225778	118	117	True
12043	just	So, Monica, how do you like your new office?__eou__Well, I love it. The room is special and clean with big windows and a lot of sunshine. There are plants along the corridor. Especially, I got my own desk with computer and telephone. Such a great place!	That’s very good. I once turn down a job offer just because the office is awful.	That’s very good. I once turn down a job offer because the office is awful.	What was so bad about it?	-52.7588529586792	-50.59851360321045	-2.293863172116487	-2.299932436509566	23	22	-12.61190128326416	-11.97001838684082	-1.146536480296742	-1.0881834897128018	11	11	-236.21275997161865	-233.49163341522217	-2.3859874744607943	-2.3825676879104303	99	98	True
12072	just	OK, so now the last point on our agenda. Jill, let's go over the profit and loss statement.__eou__Great. Well, the main issue here, as you can see, is that our expenses are through the roof.__eou__Let’s see ... These numbers are off the charts! What's going on here!	Well, um, sir, the company expenditures on entertainment and travel are out of control. Look at these bills for example. Just this month we’Ve paid over twenty thousand dollars for hotel charges!	Well, um, sir, the company expenditures on entertainment and travel are out of control. Look at these bills for example. This month we’Ve paid over twenty thousand dollars for hotel charges!	OK, thank you. I’ll look into it.	-126.80425667762756	-125.70464730262756	-2.8819149244915354	-2.9233638907587807	44	43	-20.373125553131104	-20.712769985198975	-1.3582083702087402	-1.3808513323465983	15	15	-335.35445737838745	-334.5896096229553	-2.502645204316324	-2.5157113505485365	134	133	True
12073	just	Let's begin by having you tell me about yourself and your background.__eou__I have been working as a paralegal for the last 10 months through an agency that specializes in the legal field. My experience has been supporting attorneys in the field of labor law, where I have been able to apply my paralegal education. I was commended on my ability to take information and break it down into usable facts. I really love research and analyzing facts. My major in college was English, and as a result, my writing skills are my major strength. I am looking for a position where my research and writing skills can be used.__eou__What do you think are the key qualities needed to succeed in the paralegal profession?	Flexibility would certainly rank high in this type of job. In my last position, I supported four lawyers, and it was not unusual for them all to give me high-priority items to do in the same day or week. There were days when I had to stop and prioritize my work just to get a handle on everything. I would discuss the urgency of their work with each of them so I didn't drop the ball. At the same time, I made sure each of them felt like his or her project was important on my agenda. I think communication is probably the next key quality. It really worked well when I talked with each of them, explained my situation, and got their input.	Flexibility would certainly rank high in this type of job. In my last position, I supported four lawyers, and it was not unusual for them all to give me high-priority items to do in the same day or week. There were days when I had to stop and prioritize my work to get a handle on everything. I would discuss the urgency of their work with each of them so I didn't drop the ball. At the same time, I made sure each of them felt like his or her project was important on my agenda. I think communication is probably the next key quality. It really worked well when I talked with each of them, explained my situation, and got their input.	Can you give me an example of a time when you had to work above and beyond your job description?	-293.72225308418274	-293.6970555782318	-2.0397378686401577	-2.0538255634841387	144	143	-27.41712474822998	-27.42026710510254	-1.0966849899291993	-1.0968106842041017	25	25	-629.7146679162979	-629.6235529184341	-1.9316400856328158	-1.9373032397490282	326	325	True
12097	just	This is Dunlin. Is this Mrs Smith speaking?__eou__Yes, what can I do for you?	I just want to call and say thank you for letting me interview yesterday.	I want to call and say thank you for letting me interview yesterday.	You are welcome, Mr. Sun.	-34.86865711212158	-37.69475269317627	-1.8351924795853465	-2.0941529273986816	19	18	-21.771658420562744	-21.349475383758545	-1.8143048683802288	-1.7791229486465454	12	12	-133.87839460372925	-136.3022198677063	-2.2691253322665976	-2.350038273581143	59	58	True
12107	just	Mr. McKenna, do you have a second? I need to talk to you about something.__eou__Sure, Liv, what can I do for you?	Well, I was just wondering... you see, I know I’Ve used up all my vacation days this year, but my sister is getting married, and the wedding is overseas, and, well...	Well, I was wondering... you see, I know I’Ve used up all my vacation days this year, but my sister is getting married, and the wedding is overseas, and, well...	You wanna take some time off, is that right?	-94.98879623413086	-93.32534408569336	-2.110862138536241	-2.1210305474021216	45	44	-20.052515506744385	-20.103271007537842	-1.3368343671162923	-1.3402180671691895	15	15	-191.45851516723633	-189.80868101119995	-1.9339243956286498	-1.9368232756244892	99	98	True
12116	just	Are you a goal-oriented person?__eou__Yes, I am. I always make a plan before I do anything.__eou__Where do you want to be in 5 years?	I don't want to have a specific title. I just want to enjoy what I am doing.	I don't want to have a specific title. I want to enjoy what I am doing.	That sounds very reasonable.	-32.28835868835449	-33.660112380981445	-1.3453482786814372	-1.4634831469991934	24	23	-15.432295799255371	-15.423409938812256	-1.7146995332505968	-1.713712215423584	9	9	-122.94785928726196	-124.25956535339355	-1.5762546062469482	-1.613760589005111	78	77	True
12151	just	Good morning. I came in answer to your advertisement for a salesperson.__eou__I see. Will you walk this way, please? What experience have you had?	I'm afraid I haven't had any experience in just this sort of work. I'm studying business administration in college. I want to get a job that would tie in with my studies.	I'm afraid I haven't had any experience in this sort of work. I'm studying business administration in college. I want to get a job that would tie in with my studies.	Have you got any selling experience at all?	-71.77795314788818	-61.283464431762695	-1.7089988844735282	-1.494718644677139	42	41	-18.167144775390625	-17.584197521209717	-1.3974726750300481	-1.3526305785545936	13	13	-184.77699661254883	-173.7020936012268	-1.9450210169741982	-1.8478946127790086	95	94	True
12186	just	Hello, ABC company.__eou__Hello, this is Mr. Morris Pitt. I'd like to speak to Mr. Bell, please.	Just a moment. I am sorry. At the moment, he is out of the office. Would you like to leave your number? When he comes back, I will tell him to call you back.	A moment. I am sorry. At the moment, he is out of the office. Would you like to leave your number? When he comes back, I will tell him to call you back.	Please have him call me at my office. He knows the number.	-56.64195728302002	-63.22368335723877	-1.2587101618448893	-1.4369018944826992	45	44	-28.240116119384766	-28.058979511260986	-1.5688953399658203	-1.5588321950700548	18	18	-177.52953815460205	-183.96336126327515	-1.830201424274248	-1.916285013159116	97	96	True
12197	just	Come in, Arnold. Have a seat.__eou__Good morning.__eou__Would you like something to drink?	No, thank you. I just had two cups of coffee at my desk.	No, thank you. I had two cups of coffee at my desk.	So, you're a serious coffee drinker.	-22.991859674453735	-23.963234186172485	-1.1495929837226868	-1.2612228519038151	20	19	-21.25808358192444	-21.485265016555786	-1.5184345415660314	-1.534661786896842	14	14	-104.42851424217224	-105.65359020233154	-1.60659252680265	-1.6508373469114304	65	64	True
12210	just	David, I am going for an interview tomorrow. It's an American company. Can you give me an idea of what the interviewer will ask?__eou__Well. They may ask you to tell them more about your educational background and your working background.__eou__But they can see my resume. It's all in there.	I know, but sometimes interviewers just want to hear you say it. Then you may be asked for your viewpoint on why you feel you are qualified for the job, give them all your qualifications and how you think they will fit the position you are applying for. Questions like what sort of experience do you have and what are your goals? are closely related to this.	I know, but sometimes interviewers want to hear you say it. Then you may be asked for your viewpoint on why you feel you are qualified for the job, give them all your qualifications and how you think they will fit the position you are applying for. Questions like what sort of experience do you have and what are your goals? are closely related to this.	Ok. What else?	-160.98152780532837	-161.0607476234436	-2.0638657410939536	-2.0916980210836833	78	77	-11.524596691131592	-11.648735523223877	-1.2805107434590657	-1.2943039470248752	9	9	-328.2600917816162	-328.46345043182373	-2.0516255736351012	-2.0658078643510924	160	159	True
12227	just	Carla, I know you’re kind of new in this business and I want to give you some advice.__eou__Yes, Mr. Michael?	You have to listen to what the client asks for. What you have just shown me is not at all in line with the client’s wishes.	You have to listen to what the client asks for. What you have shown me is not at all in line with the client’s wishes.	I’m sorry, Mr. Michael. Could you tell me where the problems are exactly? Maybe I misunderstood the client’s intentions.	-60.421950340270996	-59.77964496612549	-1.830968192129424	-1.8681139051914215	33	32	-47.41691064834595	-47.2220573425293	-1.5805636882781982	-1.57406857808431	30	30	-197.07407808303833	-196.2410011291504	-2.0109599804391665	-2.023103104424231	98	97	True
12229	just	Mr. Emory? I’d appreciate it if you would look over these letters before you leave today.	I’d be glad to. Just leave them on my desk. I didn’t expect you to finish so soon.	I’d be glad to. Leave them on my desk. I didn’t expect you to finish so soon.	Thank you, sir. I’ll leave them here. If there are no problems, I’ll mail them out this afternoon.	-38.613243103027344	-40.11279296875	-1.4301201149269387	-1.5427997295673077	27	26	-44.58907222747803	-43.90553092956543	-1.5375542147406216	-1.5139838251574287	29	29	-163.49149799346924	-164.3266487121582	-2.018413555474929	-2.0540831089019775	81	80	True
12230	just	Mr. Emory? I think it’s time to get a new computer.__eou__Why, Christine? I think the one we have is fine.	For the amount of work we do on the computer these days, the one we’re using is just too weak. We really need a higher model.	For the amount of work we do on the computer these days, the one we’re using is too weak. We really need a higher model.	Well, I’ll think about it. I don’t know whether accounting is going to agree to such a big purchase.	-68.11502647399902	-66.53653526306152	-2.0033831315882065	-2.0162586443351977	34	33	-53.115537881851196	-53.17759585380554	-1.8969834957804	-1.8991998519216264	28	28	-217.2239077091217	-215.73325991630554	-2.194180885950724	-2.2013597950643424	99	98	True
12235	just	You still have not given me those files I’Ve asked you for.	I’m sorry, Mr. Myers. I’Ve just been so busy today.	I’m sorry, Mr. Myers. I’Ve been so busy today.	I really don’t want to hear your excuses, Janet. We’re running a busy office here. You’re going to have to keep up.	-32.8238639831543	-32.4427604675293	-1.5630411420549666	-1.6221380233764648	21	20	-58.08534812927246	-59.01190376281738	-1.760162064523408	-1.788239507964163	33	33	-159.49868965148926	-160.03339958190918	-2.184913556869716	-2.222686105304294	73	72	True
12241	just	Martin? Did you remember to bring back that software I lent you?__eou__Oh, Kate! I’m sorry. It completely slipped my mind!	That’s okay, Martin. If you could just bring it in tomorrow, I’d appreciate it.	That’s okay, Martin. If you could bring it in tomorrow, I’d appreciate it.	Definitely. I’m really sorry!	-25.66888427734375	-25.30072593688965	-1.069536844889323	-1.100031562473463	24	23	-15.938873767852783	-16.06402063369751	-1.448988524350253	-1.460365512154319	11	11	-145.9139084815979	-145.68015336990356	-2.0551254715718015	-2.0811450481414795	71	70	True
12249	just	Hi, Alex. Would you come with me to supply? I’Ve got to pick up a load of stuff and I’m afraid I can’t carry it all.	Sure, Stacy. Let me just grab my coat.	Sure, Stacy. Let me grab my coat.	Thanks. I appreciate the hand. I’d have to make two or three trips on my own.	-27.596900939941406	-25.861793518066406	-1.8397933959960937	-1.8472709655761719	15	14	-44.31418704986572	-44.16583728790283	-1.8464244604110718	-1.8402432203292847	24	24	-182.28955173492432	-180.41195392608643	-2.367396775778238	-2.373841499027453	77	76	True
12251	just	Mrs. Montgomery? I’Ve been trying to figure out when we should have the New Year’s party. Could you take a book at these dates?__eou__Sure. The twenty-ninth is out. I’ll be out of the office all day at a seminar. Either the twenty-eighth or the thirtieth is fine.	Well, why don’t we make it the thirtieth? We can set it up from three to five. That way, everybody can just go home afterwards.	Well, why don’t we make it the thirtieth? We can set it up from three to five. That way, everybody can go home afterwards.	Sounds good to me. You make up the invitations, I’Ve got run. I’Ve got a meeting in five minutes.	-56.87576341629028	-53.44314622879028	-1.4967306162181653	-1.4444093575348724	38	37	-62.824199199676514	-62.91623067855835	-2.026587070957307	-2.029555828340592	31	31	-300.72294664382935	-297.3725953102112	-2.088353796137704	-2.0795286385329455	144	143	True
12252	just	Hi, Carlos. What are you doing this afternoon?__eou__Working. Why?	Well. I was just wondering if you would come by and give me a hand with the fliers for next week’s party.	Well. I was wondering if you would come by and give me a hand with the fliers for next week’s party.	I’m sorry, Melissa. I really can’t today. I’Ve just got too much going on. Maybe tomorrow.	-57.046324729919434	-55.519225120544434	-1.901544157663981	-1.9144560386394631	30	29	-52.628040075302124	-53.068686962127686	-1.814760002596625	-1.8299547228319892	29	29	-167.54452300071716	-166.40265607833862	-2.043225890252648	-2.0543537787449213	82	81	True
12253	just	Susan, we’re going to need those data before tomorrow.	I know. I’m just waiting for confirmation on one of them. I can get them to you by tomorrow morning.	I know. I’m waiting for confirmation on one of them. I can get them to you by tomorrow morning.	Yeah? All right. Thanks, Susan.	-43.79451370239258	-43.47847366333008	-1.5640897750854492	-1.6103138393825955	28	27	-18.59268569946289	-19.010438919067383	-1.4302065922663763	-1.4623414553128755	13	13	-127.9794864654541	-128.08354949951172	-2.2452541485167385	-2.287206241062709	57	56	True
12254	just	Mr. Martin? I need to talk to you for a minute.__eou__Certainly, Mr. Emory. Is there a problem, sir?	Well, I’d just like you to help me with the holiday schedule.	Well, I’d like you to help me with the holiday schedule.	Fine, Mr. Emory. Let me just grab a pad and pen.	-40.968238830566406	-35.77332305908203	-2.1562230963456	-1.9874068366156683	19	18	-28.13443160057068	-29.17414116859436	-1.406721580028534	-1.458707058429718	20	20	-150.74776911735535	-146.59398198127747	-2.009970254898071	-1.9809997565037496	75	74	True
12256	just	Can we talk about this bonus plan of yours? I’Ve got a few problems with it.__eou__Sure, Richard. What’s on your mind?	Well, to be honest, I just don’t think we’re going to have enough funds to give the kind of bonuses you have in mind.	Well, to be honest, I don’t think we’re going to have enough funds to give the kind of bonuses you have in mind.	Well, why don’t we sit down and work out the numbers? We can always scale down the bonuses if we have to.	-45.454264640808105	-43.18727397918701	-1.377401958812367	-1.3496023118495941	33	32	-40.40896272659302	-40.21564817428589	-1.3469654242197673	-1.3405216058095297	30	30	-187.38556051254272	-184.93604707717896	-1.8553025793321063	-1.8493604707717894	101	100	True
12259	just	I’m sorry to disturb you, Mr. Crane.__eou__Yes, what is it, William?	Could you please look over these resumes? They’Ve just come in.	Could you please look over these resumes? They’Ve come in.	All right, fine. Thank you, William.	-50.29131078720093	-52.42534399032593	-2.646911094063207	-2.9125191105736628	19	18	-16.19595956802368	-16.345754146575928	-1.1568542548588343	-1.1675538676125663	14	14	-128.0021414756775	-130.31502723693848	-2.1333690245946246	-2.208729275202347	60	59	True
12260	just	Jason. There’s a snag in the plans for the Hoover Center.__eou__What’s wrong? I thought everything was set.	Well, it was. But the contractor’s just told me he’s not going to be able to finish by the twentieth, as planned.	Well, it was. But the contractor’s told me he’s not going to be able to finish by the twentieth, as planned.	Maybe we could work out an overtime schedule. It’s definitely worth it to finish by the twentieth.	-51.24610424041748	-51.78307819366455	-1.6014407575130463	-1.6704218772149855	32	31	-45.96333169937134	-45.99454164505005	-1.9151388208071392	-1.9164392352104187	24	24	-194.7648949623108	-195.32396745681763	-2.2132374427535315	-2.2451030742162947	88	87	True
12264	just	Hi, Brad. How are you today?	Just fine, Mr. Emory. Could you please sign this memo? I want to get it out to everybody this afternoon.	Fine, Mr. Emory. Could you please sign this memo? I want to get it out to everybody this afternoon.	No problem. Is this the only one?	-68.62030792236328	-67.16309356689453	-2.2873435974121095	-2.3159687436860183	30	29	-20.990407466888428	-21.218918800354004	-1.6146467282221868	-1.6322245231041541	13	13	-124.51488256454468	-123.35115909576416	-2.2234800457954407	-2.242748347195712	56	55	True
12270	just	morning. Macmillan and Emory. May I help you?__eou__Is this the accounting department?	No, I’m sorry. You’Ve reached Mr. Macmillan’s office. Let me just put you through to accounting.	No, I’m sorry. You’Ve reached Mr. Macmillan’s office. Let me put you through to accounting.	Thanks. I appreciate that.	-50.919639587402344	-45.39769744873047	-1.6425690189484627	-1.513256581624349	31	30	-14.586191177368164	-14.789960861206055	-1.4586191177368164	-1.4789960861206055	10	10	-160.39598846435547	-155.10631942749023	-2.3245795429616734	-2.2809752856983856	69	68	True
12272	just	Jason Emory speaking.__eou__Hi, Jason. It’s Elizabeth Montgomery. Have you got those plans drawn up yet?	Yeah. They were just sent over to your office. You should have them in about half an hour.	Yeah. They were sent over to your office. You should have them in about half an hour.	Thanks a lot. Sorry to trouble you.	-33.5491681098938	-36.0286226272583	-1.341966724395752	-1.501192609469096	25	24	-19.389737606048584	-19.862094163894653	-1.4915182773883526	-1.5278533972226656	13	13	-152.62456560134888	-155.54817986488342	-2.2119502261065054	-2.287473233307109	69	68	True
12294	just	the James’s file, Christine?	I had it right here a minute ago, Mr. Emory. Umm. Just a minute ...	I had it right here a minute ago, Mr. Emory. Umm. A minute ...	Christine, I know you’re new here and there’s a lot to learn, but you are going to have to learn to keep your work in better order. We can’t afford to lose an important document.	-65.94448852539062	-66.63931274414062	-2.637779541015625	-2.7766380310058594	25	24	-73.71789169311523	-73.18614196777344	-1.6025628628938093	-1.5910030862559443	46	46	-208.0840950012207	-208.23099517822266	-2.537610914649033	-2.5707530268916376	82	81	True
12295	just	Mail room. Karen speaking.__eou__Hi, Karen. This is John Williams in the purchasing department. Can you check to see if there’s a package down there for me?	Certainly, Mr. Williams. Just one moment, please.	Certainly, Mr. Williams. One moment, please.	Thanks, Karen.	-13.393442630767822	-12.075571537017822	-0.8370901644229889	-0.8050381024678548	16	15	-4.209931373596191	-4.347683906555176	-0.5262414216995239	-0.543460488319397	8	8	-125.04739141464233	-123.89168691635132	-1.894657445676399	-1.9060259525592511	66	65	True
12307	just	Good morning, Wilson Association.__eou__This is Brown speaking. I'd like to speak to Mr.Tomas.	I'm sorry, but Mr.Tomas left here just a few minutes ago.	I'm sorry, but Mr.Tomas left here a few minutes ago.	I've been trying to call him for the last ten minutes, but your line was busy. Will he be back soon?	-22.465843200683594	-20.313705444335938	-1.1232921600341796	-1.0691423918071545	20	19	-43.459073066711426	-44.16607666015625	-1.498588726438325	-1.5229681606950431	29	29	-167.40186405181885	-166.00107955932617	-2.146177744254088	-2.155858176095145	78	77	True
12314	just	From reviewing your resume I can see that you have ample experience for this position.What I want to know is why you think you’re right for the job.__eou__Well I’m impressed with what the company has done in the past and I think by hiring me the company’s future can only be brighter. I find that my personal goals and ideas about business operation__eou__So you’Ve acquainted yourself with the company. It’s refreshing to interview someone who’s sure of what they want.	Yes, I believe that it’s crucial for me to know if a company is right for me, not just if I’m right for the company. I’Ve only been impressed by what I’Ve read and heard and I see myself having	Yes, I believe that it’s crucial for me to know if a company is right for me, not if I’m right for the company. I’Ve only been impressed by what I’Ve read and heard and I see myself having	Commitment to the company and the team is very important to us here.	-94.65046787261963	-94.55006885528564	-1.7527864420855488	-1.7839635633072763	54	53	-32.66579246520996	-33.15750789642334	-1.7192522350110506	-1.7451319945485968	19	19	-392.60113430023193	-392.9924507141113	-2.1811174127790665	-2.1954885514754823	180	179	True
12318	just	I can’t attend the meeting in Washington. I’Ve proposed you as the most able substitute.__eou__But I’Ve never been on a business trip before!	It’s easy enough. Just make sure you keep track of all your expenses. The accounting department will reimburse you for all your meals and travel expenses.	It’s easy enough. Make sure you keep track of all your expenses. The accounting department will reimburse you for all your meals and travel expenses.	So the company will pay for everything?	-52.39747619628906	-53.813968658447266	-1.5411022410673254	-1.6307263229832505	34	33	-13.800220489501953	-13.955058097839355	-1.1500183741251628	-1.1629215081532795	12	12	-183.70922470092773	-185.23276805877686	-2.136153775592183	-2.17920903598561	86	85	True
12320	just	Looking through your C. V., I see that you graduated from Oklahoma State University. Can you tell me what training you have had that would specifically relate to the cable television Industry?__eou__Well, I’Ve attended some conferences in this field. But the most relevant training I’Ve had was in computer design. I believe I could integrate that knowledge with my college degree to design__eou__I see. Did you have anything specific in mind?	Well, I notice that you currently provide an on-screen TV Guide. At the moment, it just scrolls the names of the programs in a repeated loop. If you have many channels, you have to wait a long t	Well, I notice that you currently provide an on-screen TV Guide. At the moment, it scrolls the names of the programs in a repeated loop. If you have many channels, you have to wait a long t	That’s impressive. How would you make that pay?	-115.22663116455078	-118.94159698486328	-2.351563901317363	-2.477949937184652	49	48	-39.22210502624512	-39.77421951293945	-2.6148070017496745	-2.6516146341959637	15	15	-418.64575576782227	-422.9128360748291	-2.568378869741241	-2.610573062190303	163	162	True
12333	just	Hi I came in on flight 513. Everyone else took their luggage off the conveyor belt, but mine didn’t seem to be there.__eou__Let me check the computer. Uh-oh, Looks like your luggage is on its way to Paris.__eou__You’re kidding. What am I going to do?	Well, we can give you this lovely shaving kit and call you the minute your luggage arrives here. Just leave us a contact number.	Well, we can give you this lovely shaving kit and call you the minute your luggage arrives here. Leave us a contact number.	You can reach me at 13661306917.	-77.35257005691528	-80.79342699050903	-2.495244195384364	-2.693114233016968	31	30	-47.530866622924805	-45.51523017883301	-3.1687244415283202	-3.0343486785888674	15	15	-275.06567668914795	-276.4766149520874	-2.3310650566876947	-2.3630479910434823	118	117	True
12335	just	Hi. I’m here for flight 514 returning to Beijing but the board shows there is a delay.How long of a delay is expected?	So far it looks like we will be leaving two hours late, but keep checking the departing flights status board just in case.	So far it looks like we will be leaving two hours late, but keep checking the departing flights status board in case.	Do you think it’s safe to leave to get a quick bite?	-63.35833740234375	-66.20950317382812	-2.1847702552532327	-2.3646251133510043	29	28	-34.844234466552734	-35.026649475097656	-1.935790803697374	-1.9459249708387587	18	18	-219.95440292358398	-223.01824188232422	-2.784232948399797	-2.8592082292605667	79	78	True
