pilot_row_index	source_row_index	source_file_index	id	word	_5	context	w_word	wo_word	followup	human_negative_followups	human_negative_pilot_row_indices	human_negative_source_row_indices	human_negative_count	followup_token_length	followup_final_punctuation	build_seed	human_negative_target	row_limit	prompt_with	prompt_without	next_speaker	fold_id
1237	1237	3328	12365	not		Could you tell me a little about the organization? For example, how big is your workforce here?__eou__Well in total we have around 150 employees based in Hong Kong with another 400 in our head office in Beijing. The news desk staff in Hong Kong comprises around 80 staff.__eou__I see. And how about the working hours?	Well, as you know Rebecca, in journalism work hours are not exactly nine to five. You could be on call at any time. We do have to work very unsociable hours at times.	Well, as you know Rebecca, in journalism work hours are exactly nine to five. You could be on call at any time. We do have to work very unsociable hours at times.	Well I am used to that, Mr. Parsons, so that’s not really a shock for me.	"[""But you two used to do everything together. I thought you really enjoyed each other's company."",""You'll be sorry if the boss finds it out. He may probably give you the bag."",""I\u2019m sorry. I think you are calling the wrong person. My name is not Mr. Bernie."",""Welcome to the electronic age! I can run you through it; it's what I'm here for."",""Maybe you should try to quit smoking. You know it is very bad for your health.""]"	[577,633,97,1251,763]	[577,633,97,1251,763]	5	16	.	13	5		"Speaker 1: Could you tell me a little about the organization? For example, how big is your workforce here?
Speaker 2: Well in total we have around 150 employees based in Hong Kong with another 400 in our head office in Beijing. The news desk staff in Hong Kong comprises around 80 staff.
Speaker 1: I see. And how about the working hours?
Speaker 2: Well, as you know Rebecca, in journalism work hours are not exactly nine to five. You could be on call at any time. We do have to work very unsociable hours at times.
Speaker 1: "	"Speaker 1: Could you tell me a little about the organization? For example, how big is your workforce here?
Speaker 2: Well in total we have around 150 employees based in Hong Kong with another 400 in our head office in Beijing. The news desk staff in Hong Kong comprises around 80 staff.
Speaker 1: I see. And how about the working hours?
Speaker 2: Well, as you know Rebecca, in journalism work hours are exactly nine to five. You could be on call at any time. We do have to work very unsociable hours at times.
Speaker 1: "	Speaker 1	4
1238	1238	3330	12371	not		hi. Could you give me a hand with this report?__eou__sure. I’d be happy to give you some hints and advice.	Thanks. Would you mind taking a look at the layout? Do you think it’s appropriate? I want it to be formal, but not boring to look at.	Thanks. Would you mind taking a look at the layout? Do you think it’s appropriate? I want it to be formal, but boring to look at.	it looks good to me. I would suggest that you put the client’s logo and our logo on each page. The bosses seem to like that.	"[""Well, if I were you, I'd go to see the doctor. That might help. And you'd better stay in bed today instead of going to work."",""Maybe it's a good things. If you don't have to go to Hong Kong, you can take a break and take things easy for a while."",""I think this kind of dress will stay in fashion for a few more years. People don\u2019t change fashions every year. It would be too expensive."",""We have trained analyzers to do quality analysis at the end of each part when we make the product. This means that no mistakes are made."",""Hmm. If that's true, then the security there must be very good.Because it's strange to think they will let people walk around in the White House.""]"	[1022,521,724,1083,1012]	[1022,521,724,1083,1012]	5	26	.	13	5		"Speaker 1: hi. Could you give me a hand with this report?
Speaker 2: sure. I’d be happy to give you some hints and advice.
Speaker 1: Thanks. Would you mind taking a look at the layout? Do you think it’s appropriate? I want it to be formal, but not boring to look at.
Speaker 2: "	"Speaker 1: hi. Could you give me a hand with this report?
Speaker 2: sure. I’d be happy to give you some hints and advice.
Speaker 1: Thanks. Would you mind taking a look at the layout? Do you think it’s appropriate? I want it to be formal, but boring to look at.
Speaker 2: "	Speaker 2	1
1239	1239	3335	12385	not		when are you going to give me those brochures?	What’s the rush? You’re not leaving for another week.	What’s the rush? You’re leaving for another week.	I know, but I want to make reservations this week.	"[""Oh! I just drop in on him for a chat."",""$ 1500 is almost the lowest price we can offer."",""It's quite late, and you have an early day tomorrow."",""Whatever you choose, make sure they are neat and clean."",""Have you got the number? I'll call them right now.""]"	[516,1119,312,1125,1071]	[516,1119,312,1125,1071]	5	10	.	13	5		"Speaker 1: when are you going to give me those brochures?
Speaker 2: What’s the rush? You’re not leaving for another week.
Speaker 1: "	"Speaker 1: when are you going to give me those brochures?
Speaker 2: What’s the rush? You’re leaving for another week.
Speaker 1: "	Speaker 1	3
1240	1240	3341	12410	not		How does the political system work in your country?__eou__We have hundreds of constituencies and the votes in each one elect a member of parliament. Most people call them mp’s.__eou__Each mp belongs to a political party, right?	Almost all of them do. A few are independent. That means that they do not belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime minister can cabinet members.	Almost all of them do. A few are independent. That means that they do belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime minister can cabinet members.	What’s a cabinet?	"[""Are you married?"",""Are you sure?"",""Why is that?"",""Is it broken?"",""What\u2019s the problem?""]"	[672,158,329,967,161]	[672,158,329,967,161]	5	3	?	13	5		"Speaker 1: How does the political system work in your country?
Speaker 2: We have hundreds of constituencies and the votes in each one elect a member of parliament. Most people call them mp’s.
Speaker 1: Each mp belongs to a political party, right?
Speaker 2: Almost all of them do. A few are independent. That means that they do not belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime minister can cabinet members.
Speaker 1: "	"Speaker 1: How does the political system work in your country?
Speaker 2: We have hundreds of constituencies and the votes in each one elect a member of parliament. Most people call them mp’s.
Speaker 1: Each mp belongs to a political party, right?
Speaker 2: Almost all of them do. A few are independent. That means that they do belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime minister can cabinet members.
Speaker 1: "	Speaker 1	3
1241	1241	3346	12424	not		You say he was around average hight.__eou__Yeah, that's right, around five nine five ten.__eou__Weight?	I'm not sure.Medium, I suppose.Maybe a little on the heavy side.	I'm sure.Medium, I suppose.Maybe a little on the heavy side.	Any karks on his face?	"[""How far away is it?"",""What are your main concerns?"",""What time is it now?"",""Why are you feeling depressed?"",""Why do you say that?""]"	[144,461,128,399,1096]	[144,461,128,399,1096]	5	5	?	13	5		"Speaker 1: You say he was around average hight.
Speaker 2: Yeah, that's right, around five nine five ten.
Speaker 1: Weight?
Speaker 2: I'm not sure.Medium, I suppose.Maybe a little on the heavy side.
Speaker 1: "	"Speaker 1: You say he was around average hight.
Speaker 2: Yeah, that's right, around five nine five ten.
Speaker 1: Weight?
Speaker 2: I'm sure.Medium, I suppose.Maybe a little on the heavy side.
Speaker 1: "	Speaker 1	1
1242	1242	3356	12462	not		How do I get to the EDD?	Actually, you do not need to go into the office to file a claim. You can do it over the phone or the Internet.	Actually, you do need to go into the office to file a claim. You can do it over the phone or the Internet.	Can I go in to look for a job at their office?	"[""Could you ask her to call me back when she gets in?"",""Why not? Why can't we go back to the way things were?"",""OK. Does your present employer know that you are going to leave?"",""So have you ever been to the stamp display of the town?"",""No trouble at all. May I know your name and room number?""]"	[159,856,1074,462,960]	[159,856,1074,462,960]	5	12	?	13	5		"Speaker 1: How do I get to the EDD?
Speaker 2: Actually, you do not need to go into the office to file a claim. You can do it over the phone or the Internet.
Speaker 1: "	"Speaker 1: How do I get to the EDD?
Speaker 2: Actually, you do need to go into the office to file a claim. You can do it over the phone or the Internet.
Speaker 1: "	Speaker 1	3
1243	1243	3357	12470	not		I was looking for the Resume Writing Workshop.__eou__You came to the right spot. Come on in and join us!	I am not really sure that I remember how to even put a resume together.	I am really sure that I remember how to even put a resume together.	I am here to show you how to put together the perfect resume. It will turn out great!	"[""What do you mean? My daddy gave me this car for my birthday last month. It\u2019s brand new!"",""Well you know, it's a time to get together with all your family and be thankful for everything!"",""I know! But it's really important to her! Her whole life could be ruined by this man!"",""You don't have to go to the mountains! I stand on my head during my yoga routine every morning!"",""Well, this is my new baby. He\u2019s just as much trouble. That\u2019s for sure! But, he\u2019s a lot of fun!""]"	[197,748,568,1040,801]	[197,748,568,1040,801]	5	18	!	13	5		"Speaker 1: I was looking for the Resume Writing Workshop.
Speaker 2: You came to the right spot. Come on in and join us!
Speaker 1: I am not really sure that I remember how to even put a resume together.
Speaker 2: "	"Speaker 1: I was looking for the Resume Writing Workshop.
Speaker 2: You came to the right spot. Come on in and join us!
Speaker 1: I am really sure that I remember how to even put a resume together.
Speaker 2: "	Speaker 2	4
1244	1244	3358	12478	not		Mr. Carmichael, this is Ellen Bower calling again. You had said I should call this week to schedule an interview with you.	That’s right, Ms. Bower. How are you? I’m not sure if I’ll be able to fit you in this week, I’m afraid.	That’s right, Ms. Bower. How are you? I’m sure if I’ll be able to fit you in this week, I’m afraid.	I understand, Mr. Carmichael. I’d be glad to make it some time next week.	"[""Really? I had no idea. Let me check.Yes, it's dead. There's no dial tone."",""Think of a deep bathtub that you can swim in, but against a current."",""Hey, Ken. Good luck if you already put your money on the Red Sox."",""You can accept this offer or decline it and come up with another offer."",""I would suggest you buy paper-cuts, embroidery and batik.They are very easy to carry.""]"	[874,1031,922,317,134]	[874,1031,922,317,134]	5	14	.	13	5		"Speaker 1: Mr. Carmichael, this is Ellen Bower calling again. You had said I should call this week to schedule an interview with you.
Speaker 2: That’s right, Ms. Bower. How are you? I’m not sure if I’ll be able to fit you in this week, I’m afraid.
Speaker 1: "	"Speaker 1: Mr. Carmichael, this is Ellen Bower calling again. You had said I should call this week to schedule an interview with you.
Speaker 2: That’s right, Ms. Bower. How are you? I’m sure if I’ll be able to fit you in this week, I’m afraid.
Speaker 1: "	Speaker 1	1
1245	1245	3362	12488	not		Hi! How are things going with you?__eou__I am doing well. What’s up with you?	Believe it or not, the company I worked for closed down, so I’m out of a job.	Believe it or, the company I worked for closed down, so I’m out of a job.	The same with me. Have you given much thought to what you want to do next?	"[""Say I've got two tickets for the concert this evening.Would you like to come with me?"",""So you can download MP3 music from the Net and record it onto the MP3 chip?"",""That's just your personal prejudice. Do you know who was the director of the movie Titanic?"",""That's fine with me. How much time are we going to have to work on this?"",""Why don't you go to the English corner to talk to your classmates in English quite often?""]"	[667,805,797,1070,671]	[667,805,797,1070,671]	5	16	?	13	5		"Speaker 1: Hi! How are things going with you?
Speaker 2: I am doing well. What’s up with you?
Speaker 1: Believe it or not, the company I worked for closed down, so I’m out of a job.
Speaker 2: "	"Speaker 1: Hi! How are things going with you?
Speaker 2: I am doing well. What’s up with you?
Speaker 1: Believe it or, the company I worked for closed down, so I’m out of a job.
Speaker 2: "	Speaker 2	4
1246	1246	3373	12551	not		Good morning, and welcome to our bank. What can I do for you today?__eou__I need some advice about my fixed deposits.__eou__What seems to be the problem?	No, no problem. It's just that one of them is due and I'm not sure how to deal with it.	No, no problem. It's just that one of them is due and I'm sure how to deal with it.	I see. Well, you have two choices; you can renew it or redeem it. Which would you prefer?	"[""Oh, but this pair of shoes are a bit too tight. Could I change them for something bigger?"",""Learning any language takes a lot of effort.But don't give up. Why don't we practise those dialogues together?"",""OK, comeback kid. Here's you last question.How many times did Robin Williams win the Oscar for Best Actor?"",""Well, what do you think of choosing a commission representative or agent abroad to promote your sales?"",""Wow! I'm impressed. So, what's in the cards for future training? Will it be in-house or off-site?""]"	[83,389,795,1117,1304]	[83,389,795,1117,1304]	5	18	?	13	5		"Speaker 1: Good morning, and welcome to our bank. What can I do for you today?
Speaker 2: I need some advice about my fixed deposits.
Speaker 1: What seems to be the problem?
Speaker 2: No, no problem. It's just that one of them is due and I'm not sure how to deal with it.
Speaker 1: "	"Speaker 1: Good morning, and welcome to our bank. What can I do for you today?
Speaker 2: I need some advice about my fixed deposits.
Speaker 1: What seems to be the problem?
Speaker 2: No, no problem. It's just that one of them is due and I'm sure how to deal with it.
Speaker 1: "	Speaker 1	0
1247	1247	3374	12555	not		Right, let me run through your options. You can go ahead and cash your undue Large-Amount Deposit Certificate if you really want to, but I'd recommend a Personal Durable Commodities Loan.__eou__OK, what does that entail?	It's not too much trouble to do it this way and remember, your certificate is due in 2 months. If you can hold on to it, it'll be much better for your finances.	It's too much trouble to do it this way and remember, your certificate is due in 2 months. If you can hold on to it, it'll be much better for your finances.	Yes, it does seem a little silly to cash it now. I'll probably need about 25,000 RIB. Will that be a problem?	"[""English and computer skills are comparatively important to this position, especially in the starting period. What\u2019s your ability in these two fields?"",""It's just a piece of paper, you think that they can tell if I am a well-rounded person by looking at it?"",""I got it, but nevertheless. what I was saying just now was that how to terminate the contract before its term's up?"",""What? We are merging with Trusten? I never thought that would happen.Will we be getting new owners? Will it affect our jobs?"",""Thank you. I'd tike to buy some milk powder for my baby. Is there anything that you can recommend for me?""]"	[1090,1201,1100,835,31]	[1090,1201,1100,835,31]	5	22	?	13	5		"Speaker 1: Right, let me run through your options. You can go ahead and cash your undue Large-Amount Deposit Certificate if you really want to, but I'd recommend a Personal Durable Commodities Loan.
Speaker 2: OK, what does that entail?
Speaker 1: It's not too much trouble to do it this way and remember, your certificate is due in 2 months. If you can hold on to it, it'll be much better for your finances.
Speaker 2: "	"Speaker 1: Right, let me run through your options. You can go ahead and cash your undue Large-Amount Deposit Certificate if you really want to, but I'd recommend a Personal Durable Commodities Loan.
Speaker 2: OK, what does that entail?
Speaker 1: It's too much trouble to do it this way and remember, your certificate is due in 2 months. If you can hold on to it, it'll be much better for your finances.
Speaker 2: "	Speaker 2	1
1248	1248	3379	12569	not		Good morning, Sir. Can I help you with something?	I hope so. I'm not actually a customer here, but I saw an advertisement in yesterday's newspaper about your new bank card.	I hope so. I'm actually a customer here, but I saw an advertisement in yesterday's newspaper about your new bank card.	I see. Yes, the advertisement has proven very effective. Would you like to apply for a card with us?	"[""I don\u2019t mean to interrupt, but can you tell me what plans you have for growing the youth market?"",""I\u2019m starving, too. There is a new Chinese restaurant close by. Do you want to go there for lunch?"",""Learning any language takes a lot of effort. But don't give up. Why don't we practise those dialogues together?"",""I guess that must be what I\u2019m hearing, I really couldn\u2019t place it. Do go back to Madrid often?"",""Can you give me an example of a time when you had to work above and beyond your job description?""]"	[1053,612,406,954,1212]	[1053,612,406,954,1212]	5	19	?	13	5		"Speaker 1: Good morning, Sir. Can I help you with something?
Speaker 2: I hope so. I'm not actually a customer here, but I saw an advertisement in yesterday's newspaper about your new bank card.
Speaker 1: "	"Speaker 1: Good morning, Sir. Can I help you with something?
Speaker 2: I hope so. I'm actually a customer here, but I saw an advertisement in yesterday's newspaper about your new bank card.
Speaker 1: "	Speaker 1	4
1249	1249	3386	12581	not		May I help you at all?__eou__Yes, please. My son wants to go overseas, to England, to do his Master degree. I wondered if you offer any kind of loan that could assist him in doing so?__eou__We certainly do. I can give you some details about a loan called Personal Loan for Studying Abroad. We offer this to anyone who will study outside this country.	I see. What does it entail? I'm not sure if we will be eligible.	I see. What does it entail? I'm sure if we will be eligible.	This loan is specially provided for people who are studying overseas to pay for their tuition fee and other sundry items.	"[""Okay. Please close the door to the basement before you go to bed. I don't want the dog down there tonight."",""Mud? But Ivan told me there were no mudslides in that district. I thought all the mudslides were down in Chichitango."",""Sure, no matter what happened, they should wait to discuss in their office and find the solution in a positive way."",""I'm fine, Mom. I feel so much better. I want to go to school. I'm missing out on all the fun."",""I know you don't have an appetite, but you need to eat something. You'll get too weak if you don't eat.""]"	[125,1221,1171,211,212]	[125,1221,1171,211,212]	5	21	.	13	5		"Speaker 1: May I help you at all?
Speaker 2: Yes, please. My son wants to go overseas, to England, to do his Master degree. I wondered if you offer any kind of loan that could assist him in doing so?
Speaker 1: We certainly do. I can give you some details about a loan called Personal Loan for Studying Abroad. We offer this to anyone who will study outside this country.
Speaker 2: I see. What does it entail? I'm not sure if we will be eligible.
Speaker 1: "	"Speaker 1: May I help you at all?
Speaker 2: Yes, please. My son wants to go overseas, to England, to do his Master degree. I wondered if you offer any kind of loan that could assist him in doing so?
Speaker 1: We certainly do. I can give you some details about a loan called Personal Loan for Studying Abroad. We offer this to anyone who will study outside this country.
Speaker 2: I see. What does it entail? I'm sure if we will be eligible.
Speaker 1: "	Speaker 1	1
1250	1250	3387	12583	not		Personal Loans, how may I help?	I'm going to be studying overseas next year and I'd like some info about suitable loans. To be honest, I'm not even sure if I can get a loan.	I'm going to be studying overseas next year and I'd like some info about suitable loans. To be honest, I'm even sure if I can get a loan.	Not a problem. We offer a Personal Loan for Studying Abroad for anyone who's studying overseas, regardless of the circumstances. Anyone is eligible to apply	"[""Here we go. There is a museum of the Beijing Opera art. ( They come to the museum of the Beijing Opera art. )"",""University graduates have difficulty finding a job too. There seems to be more and more competition in the job market"",""In other parts of the world, especially in Africa, there is a problem with desertification. Climate change and over-farming are causing farmland to turn into desert. In means that people cannot grow e"",""Oh! I've just come back from Canada and I've brought a parcel from her parents"",""Well as we know nothing comes out of a can. We have years of experience tailoring workshops to the specific needs of your company. We can hone in on your problem areas and have your employe""]"	[468,526,920,611,1303]	[468,526,920,611,1303]	5	25		13	5		"Speaker 1: Personal Loans, how may I help?
Speaker 2: I'm going to be studying overseas next year and I'd like some info about suitable loans. To be honest, I'm not even sure if I can get a loan.
Speaker 1: "	"Speaker 1: Personal Loans, how may I help?
Speaker 2: I'm going to be studying overseas next year and I'd like some info about suitable loans. To be honest, I'm even sure if I can get a loan.
Speaker 1: "	Speaker 1	1
1251	1251	3391	12599	not		Good morning, Madam. Is everything OK? Is there something I can assist you with?	Thank you, yes. I'm not sure how to use this ATM, I usually go to a clerk and use my Bank Book. But today, I thought I'd try something new. I want to take some money out.	Thank you, yes. I'm sure how to use this ATM, I usually go to a clerk and use my Bank Book. But today, I thought I'd try something new. I want to take some money out.	Welcome to the electronic age! I can run you through it; it's what I'm here for.	"[""but you two used to do everything together. I thought you really enjoyed each other's company."",""Maybe you should try to quit smoking. You know it is very bad for your health."",""You are quite right. Thank you for sharing your experience with me. I learned a lot."",""Well I am used to that, Mr. Parsons, so that\u2019s not really a shock for me."",""On second thought, you'd better make that second call at 7 thirty instead of 7 fifteen.""]"	[908,763,814,1237,1028]	[908,763,814,1237,1028]	5	16	.	13	5		"Speaker 1: Good morning, Madam. Is everything OK? Is there something I can assist you with?
Speaker 2: Thank you, yes. I'm not sure how to use this ATM, I usually go to a clerk and use my Bank Book. But today, I thought I'd try something new. I want to take some money out.
Speaker 1: "	"Speaker 1: Good morning, Madam. Is everything OK? Is there something I can assist you with?
Speaker 2: Thank you, yes. I'm sure how to use this ATM, I usually go to a clerk and use my Bank Book. But today, I thought I'd try something new. I want to take some money out.
Speaker 1: "	Speaker 1	4
1252	1252	3394	12604	not		Welcome to Lincoln Bank. Which service do you require today?__eou__I'm here to ask about a loan.__eou__We have many loans on offer. May I ask what the purpose of the loan is?	I got married not long ago and we are expecting our first child. I'd like to buy a car for the family.	I got married long ago and we are expecting our first child. I'd like to buy a car for the family.	I see. What you need is one of our Petty Consumer Loans.	"[""I don't think so. I know I've put on weight this winter."",""Here we go. There is a museum of the Beijing Opera art."",""Entrusting life to the care of a rope indeed requires infinite courage."",""Well, honey. Turn off the light, lie down and go to sleep."",""Oh, you look stunning. Your dress really goes well with your shoes.""]"	[713,186,76,34,380]	[713,186,76,34,380]	5	12	.	13	5		"Speaker 1: Welcome to Lincoln Bank. Which service do you require today?
Speaker 2: I'm here to ask about a loan.
Speaker 1: We have many loans on offer. May I ask what the purpose of the loan is?
Speaker 2: I got married not long ago and we are expecting our first child. I'd like to buy a car for the family.
Speaker 1: "	"Speaker 1: Welcome to Lincoln Bank. Which service do you require today?
Speaker 2: I'm here to ask about a loan.
Speaker 1: We have many loans on offer. May I ask what the purpose of the loan is?
Speaker 2: I got married long ago and we are expecting our first child. I'd like to buy a car for the family.
Speaker 1: "	Speaker 1	2
1253	1253	3396	12610	not		Hello, this is IBA Bank. Maria speaking, how may I help?__eou__Hi, I'm looking into your loans and I'm a little confused about the interest rates. Could you give me some advice?	Not a problem. Which loan was it you were interested in? Sorry, I must ask, because the interest rates can depend on the type of loan you apply for.	A problem. Which loan was it you were interested in? Sorry, I must ask, because the interest rates can depend on the type of loan you apply for.	I understand. I'm interested in the Petty Consumer Loan.	"[""That's not fair, you got all the easy questions."",""Really? I heard it was supposed to be great."",""In that case, I guess I can rest assured."",""I'm going to have to write you a ticket."",""but it looks good. Let me try it on.""]"	[796,861,1047,1257,13]	[796,861,1047,1257,13]	5	9	.	13	5		"Speaker 1: Hello, this is IBA Bank. Maria speaking, how may I help?
Speaker 2: Hi, I'm looking into your loans and I'm a little confused about the interest rates. Could you give me some advice?
Speaker 1: Not a problem. Which loan was it you were interested in? Sorry, I must ask, because the interest rates can depend on the type of loan you apply for.
Speaker 2: "	"Speaker 1: Hello, this is IBA Bank. Maria speaking, how may I help?
Speaker 2: Hi, I'm looking into your loans and I'm a little confused about the interest rates. Could you give me some advice?
Speaker 1: A problem. Which loan was it you were interested in? Sorry, I must ask, because the interest rates can depend on the type of loan you apply for.
Speaker 2: "	Speaker 2	3
1254	1254	3397	12612	not		May I help you?	I’m not sure where to pick up my ballot.	I’m sure where to pick up my ballot.	I can assist you.	"[""Thank you very much."",""That's a good idea."",""No, the yellow ones."",""Oh, I'm so sorry."",""Let\u2019s have a try.""]"	[126,989,110,970,600]	[126,989,110,970,600]	5	4	.	13	5		"Speaker 1: May I help you?
Speaker 2: I’m not sure where to pick up my ballot.
Speaker 1: "	"Speaker 1: May I help you?
Speaker 2: I’m sure where to pick up my ballot.
Speaker 1: "	Speaker 1	3
1255	1255	3406	12661	not		Are you all right?	No, I'm not.	No, I'm.	What's going on?	"[""How about 1:30?"",""What's the problem?"",""You're Mr.Stevenson, right?"",""Why? What's wrong?"",""What\u2019s the problem?""]"	[1024,961,944,510,161]	[1024,961,944,510,161]	5	3	?	13	5		"Speaker 1: Are you all right?
Speaker 2: No, I'm not.
Speaker 1: "	"Speaker 1: Are you all right?
Speaker 2: No, I'm.
Speaker 1: "	Speaker 1	3
1256	1256	3407	12662	not		Is everything all right?	Not at all.	At all.	What's the problem?	"[""How about 1:30?"",""You got promoted?"",""Are you married?"",""what's the puzzle?"",""What are they?""]"	[1024,768,672,906,1123]	[1024,768,672,906,1123]	5	3	?	13	5		"Speaker 1: Is everything all right?
Speaker 2: Not at all.
Speaker 1: "	"Speaker 1: Is everything all right?
Speaker 2: At all.
Speaker 1: "	Speaker 1	3
1257	1257	3408	12663	not		Do you know why I pulled you over?__eou__I have no idea.__eou__Your left brake light is out.	I was not aware of that.	I was aware of that.	I'm going to have to write you a ticket.	"[""Are you kidding me? Becky? She\u2019s a real bitch."",""I like the Brazilians. They are the real champions."",""I was hoping you'd have something on sale today."",""Well, I won\u2019t put a crime into their doings."",""That stamp you've been looking for is for sale.""]"	[872,523,322,172,437]	[872,523,322,172,437]	5	9	.	13	5		"Speaker 1: Do you know why I pulled you over?
Speaker 2: I have no idea.
Speaker 1: Your left brake light is out.
Speaker 2: I was not aware of that.
Speaker 1: "	"Speaker 1: Do you know why I pulled you over?
Speaker 2: I have no idea.
Speaker 1: Your left brake light is out.
Speaker 2: I was aware of that.
Speaker 1: "	Speaker 1	2
1258	1258	3409	12664	not		Do you have any idea why I pulled you over today?	I'm not sure.	I'm sure.	One of your brake lights is out.	"[""then SOHO is your ideal work style."",""I guess I need all of them."",""Do more exercises after you are healthy."",""But I can't resist a good dinner."",""Sure. I didn\u2019t know you liked mysteries.""]"	[893,1127,586,236,619]	[893,1127,586,236,619]	5	7	.	13	5		"Speaker 1: Do you have any idea why I pulled you over today?
Speaker 2: I'm not sure.
Speaker 1: "	"Speaker 1: Do you have any idea why I pulled you over today?
Speaker 2: I'm sure.
Speaker 1: "	Speaker 1	2
1259	1259	3410	12665	not		Are you aware of the reason why I pulled you over?__eou__No, sir.__eou__I pulled you over because your brake light is out.	I'm sorry. I did not know that.	I'm sorry. I did know that.	I have to write you a ticket.	"[""then SOHO is your ideal work style."",""Maybe I would talk with him someday."",""The room is away from traffic noise."",""Rudy Randolph, 818-555-1234, April 9 through 15."",""This is the kitchen.Every - thing's new.""]"	[893,587,996,1021,120]	[893,587,996,1021,120]	5	7	.	13	5		"Speaker 1: Are you aware of the reason why I pulled you over?
Speaker 2: No, sir.
Speaker 1: I pulled you over because your brake light is out.
Speaker 2: I'm sorry. I did not know that.
Speaker 1: "	"Speaker 1: Are you aware of the reason why I pulled you over?
Speaker 2: No, sir.
Speaker 1: I pulled you over because your brake light is out.
Speaker 2: I'm sorry. I did know that.
Speaker 1: "	Speaker 1	2
1260	1260	3411	12666	not		Order!__eou__Your Honor, I am ready to make my plea.__eou__What’s your plea?	I am pleading not guilty.	I am pleading guilty.	But all the evidence points to you.	"[""Rudy Randolph, 818-555-1234, April 9 through 15."",""Fine. I\u2019ll be ready in a minute."",""Really? I thought I was doing well."",""It must be interesting to study English."",""If you plan on eating, you are.""]"	[1021,842,1189,353,307]	[1021,842,1189,353,307]	5	7	.	13	5		"Speaker 1: Order!
Speaker 2: Your Honor, I am ready to make my plea.
Speaker 1: What’s your plea?
Speaker 2: I am pleading not guilty.
Speaker 1: "	"Speaker 1: Order!
Speaker 2: Your Honor, I am ready to make my plea.
Speaker 1: What’s your plea?
Speaker 2: I am pleading guilty.
Speaker 1: "	Speaker 1	3
1261	1261	3412	12667	not		Order in the court!__eou__I would like to make my plea.__eou__What is it?	I would like to plead not guilty.	I would like to plead guilty.	You do realize that all the evidence points to you?	"[""OK. Would you like me to get you a cab?"",""What in your opinion can be done to stop smoking?"",""So how do you develop good relationships in the office?"",""Sounds great! How many kinds of folk collections they have?"",""What a pity. Do you have reproductions of this paint?""]"	[95,604,427,968,980]	[95,604,427,968,980]	5	10	?	13	5		"Speaker 1: Order in the court!
Speaker 2: I would like to make my plea.
Speaker 1: What is it?
Speaker 2: I would like to plead not guilty.
Speaker 1: "	"Speaker 1: Order in the court!
Speaker 2: I would like to make my plea.
Speaker 1: What is it?
Speaker 2: I would like to plead guilty.
Speaker 1: "	Speaker 1	2
1262	1262	3418	12685	not		I need order in the court!__eou__I am ready to make my plea.__eou__What do you plead?	I plead not guilty.	I plead guilty.	All the evidence indicates that you are guilty.	"[""However, he disappointed us very much this time."",""So you can learn a lot from him."",""It's simple. Just press the button, like this."",""No, thanks. We have made a reservation before."",""Of course, let me find one for you.""]"	[382,454,976,46,1097]	[382,454,976,46,1097]	5	8	.	13	5		"Speaker 1: I need order in the court!
Speaker 2: I am ready to make my plea.
Speaker 1: What do you plead?
Speaker 2: I plead not guilty.
Speaker 1: "	"Speaker 1: I need order in the court!
Speaker 2: I am ready to make my plea.
Speaker 1: What do you plead?
Speaker 2: I plead guilty.
Speaker 1: "	Speaker 1	2
1263	1263	3423	12691	not		How does the political system work in your country?__eou__We have hundreds of constituencies and the voters in each one elect a member of parliament. Most people call them mp’s.__eou__Each mp belongs to a political party, right?	Almost all of them do. A few are independent. That means that they do not belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime Finist	Almost all of them do. A few are independent. That means that they do belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime Finist	What’s a cabinet?	"[""Is it drip-dry?"",""What's the problem?"",""Why is that?"",""What are they?"",""How about 1:30?""]"	[233,413,329,1123,1024]	[233,413,329,1123,1024]	5	3	?	13	5		"Speaker 1: How does the political system work in your country?
Speaker 2: We have hundreds of constituencies and the voters in each one elect a member of parliament. Most people call them mp’s.
Speaker 1: Each mp belongs to a political party, right?
Speaker 2: Almost all of them do. A few are independent. That means that they do not belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime Finist
Speaker 1: "	"Speaker 1: How does the political system work in your country?
Speaker 2: We have hundreds of constituencies and the voters in each one elect a member of parliament. Most people call them mp’s.
Speaker 1: Each mp belongs to a political party, right?
Speaker 2: Almost all of them do. A few are independent. That means that they do belong to a party. If one party more than half of the mp’s. they form a government. That means that they choose a prime Finist
Speaker 1: "	Speaker 1	1
